ActorId,NameData,NameOrig,NameOrigFull,NameOrigFullEng,NameChange,NewName,NewNameFullMotherTongue,NewNameFullEng,Org,ConflictId,DyadId,PrimaryParty,OSID,OSCoalition,OSCoalitionID,NSID,NSCoalition,NSCoalitionID,Splinter,NamePrev,ActorIdPrev,SplitTemp,NameSplitTemp,ActorIdSplitTemp,Alliance,NameAlliance,ActorIdAlliance,JoinGroup,GroupName,ActorIdGroup,Location,GWNOLoc,Region,Version
707,Didinga,Didinga,Didinga,Didinga,0,,,,3,,,0,,0,,5218,0,,0,,,0,,,0,,,0,,,Sudan,625,4,23.1
708,Bor Dinka,Bor Dinka,Bor Dinka,Bor Dinka,0,,,,3,,,0,,0,,"5204, 5491, 16436, 16583, 16585",1,"7894, 7896",0,,,0,,,0,,,0,,,"Sudan, South Sudan","625, 626",4,23.1
709,Bi'idyahan subclan of Majerteen clan (Darod),Bi'idyahan subclan of Majerteen clan (Darod),Bi'idyahan subclan of Majerteen clan (Darod),Bi'idyahan subclan of Majerteen clan (Darod),0,,,,3,,,0,,0,,5200,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4,23.1
710,Ismail subclan of Makahil clan (Darod),Ismail subclan of Makahil clan (Darod),Ismail subclan of Makahil clan (Darod),Ismail subclan of Makahil clan (Darod),0,,,,3,,,0,,0,,5200,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4,23.1
711,Majerteen subclan (Darod),Majerteen subclan (Darod),Majerteen subclan (Darod),Majerteen subclan (Darod),0,,,,3,,,0,,0,,"5280, 5281, 16618",0,,0,,,0,,,0,,,0,,,"Somalia, Ethiopia","520, 530",4,23.1
712,Nyangatom ,Nyangatom ,Nyangatom ,Nyangatom ,0,,,,3,,,0,,0,,"5223, 14644, 5538, 5291",1,3806,0,,,0,,,0,,,0,,,"Kenya, Ethiopia","501, 530",4,23.1
713,Dassanetch,Dassanetch,Dassanetch,Dassanetch,0,,,,3,,,0,,0,,"5538, 5282, 5559",0,,0,,,0,,,0,,,0,,,"Kenya, Ethiopia","501, 530",4,23.1
714,Mungiki,Mungiki,Mungiki,Mungiki,0,,,,1,,,0,1069,0,,,0,,0,,,0,,,0,,,0,,,Kenya,501,4,23.1
715,MPGK ,MPGK ,Mouvement Patriotique Ganda Koy,Patriotic Movement of the Ghanda Koye,0,,,,1,,,0,1070,0,,,0,,0,,,0,,,1,CM-FPR,6348,0,,,Mali,432,4,23.1
716,AN ,AN ,Alliance nationale ,National Alliance,0,,,,1,288,620,1,,0,,,0,,0,,,0,,,0,,,0,,,Chad,483,4,23.1
717,Al-Shabaab,Al-Shabaab,Al-Shabaab,Al-Shabaab,0,,,,1,"13646, 337","10589, 750",1,1071,0,,"5497, 5183, 5488, 5571, 15202, 15737, 15798",0,,1,ARS/UIC,505,0,,,0,,,0,,,"Ethiopia, Somalia, Uganda, Kenya, Djibouti","530, 520, 500, 501, 522",4,23.1
719,Popular Revolutionary Movement,Popular Revolutionary Movement,n/a,Popular Revolutionary Movement,0,,,,1,200,399,1,,0,,,0,,0,,,0,,,0,,,0,,,Bolivia,145,5,23.1
720,MNR,MNR,Movimiento nacionalista revolucionario,National Revolutionary Movement,0,,,,1,200,400,1,,0,,,0,,0,,,0,,,0,,,0,,,Bolivia,145,5,23.1
721,ELN,ELN,Ejército de liberatión nacional,National Liberation Army,0,,,,1,200,401,1,,0,,,0,,0,,,0,,,0,,,0,,,Bolivia,145,5,23.1
722,"Opposition coalition (Febreristas, Liberals and Communists)","Opposition coalition (Febreristas, Liberals and Communists)",n/a,"Opposition coalition (Febreristas, Liberals and Communists)",0,,,,1,220,424,1,,0,,,0,,0,,,0,,,0,,,0,,,Paraguay,150,5,23.1
723,Military faction (forces of Alfredo Stroessner),Military faction (forces of Alfredo Stroessner),n/a,Military faction (forces of Alfredo Stroessner),0,,,,1,220,425,1,,0,,,0,,0,,,0,,,0,,,0,,,Paraguay,150,5,23.1
724,Military faction (forces of Andres Rodriguez),Military faction (forces of Andres Rodriguez),n/a,Military faction (forces of Andres Rodriguez),0,,,,1,220,426,1,,0,,,0,,1,Government of Paraguay,24,0,,,0,,,1,Government of Paraguay,24,Paraguay,150,5,23.1
725,National Liberation Army,National Liberation Army,n/a,National Liberation Army,0,,,,1,225,447,1,,0,,,0,,0,,,0,,,0,,,0,,,Costa Rica,94,5,23.1
726,Military faction (Guatemala),Military faction (Guatemala),n/a,Military faction (Guatemala),0,,,,1,233,463,1,,0,,,0,,0,,,0,,,0,,,0,,,Guatemala,90,5,23.1
727,Forces of Carlos Castillo Armas,Forces of Carlos Castillo Armas,n/a,Forces of Carlos Castillo Armas,0,,,,1,233,464,1,,0,,,0,,0,,,0,,,0,,,0,,,Guatemala,90,5,23.1
728,FAR I,FAR I,Fuerzas Armadas Rebeldes,Rebel Armed Forces,0,,,,1,233,465,1,,0,,,0,,0,,,0,,,1,URNG,732,0,,,Guatemala,90,5,23.1
729,FAR II,FAR II,Fuerzas Armadas Revolucionarias,Revolutionary Armed Forces,0,,,,1,233,466,1,,0,,,0,,0,,,0,,,0,,,0,,,Guatemala,90,5,23.1
730,EGP,EGP,Ejército guerilleros de los pobres,Guerilla Army of the Poor,0,,,,1,233,467,1,,0,,,0,,0,,,0,,,1,URNG,732,0,,,Guatemala,90,5,23.1
731,ORPA,ORPA,Organización revolucionaria del pueblo en armas,Revolultionary Organization of Armed People,0,,,,1,233,468,1,,0,,,0,,1,FAR I,728,0,,,1,URNG,732,0,,,Guatemala,90,5,23.1
732,URNG,URNG,Unidad Revolucionaria nacional guatemalteca,Guatemalan National Revolutionary Unity,0,,,,1,233,469,1,,0,,,0,,0,,,0,,,0,,,0,,,Guatemala,90,5,23.1
733,Puerto Rican Nationalist Party,Puerto Rican Nationalist Party,n/a,Puerto Rican Nationalist Party,0,,,,1,238,485,1,,0,,,0,,0,,,0,,,0,,,0,,,United States of America,2,5,23.1
734,M-26-7,Cuban Revolution Movement (Fidelistas),n/a,Cuban Revolution Movement (Fidelistas),1,M-26-7,"Movimiento 26, de Julio",26th of July Movement,1,242,490,1,,0,,,0,,0,,,0,,,0,,,0,,,Cuba,40,5,23.1
735,Cuban Revolutionary Council,Cuban Revolutionary Council,n/a,Cuban Revolutionary Council,0,,,,1,242,491,1,,0,,,0,,0,,,0,,,0,,,0,,,Cuba,40,5,23.1
736,Military faction (forces of Eduardo A. Lonardi Doucet),Military faction (forces of Eduardo A. Lonardi Doucet),n/a,Military faction (forces of Eduardo A. Lonardi Doucet),0,,,,1,247,499,1,,0,,,0,,0,,,0,,,0,,,0,,,Argentina,160,5,23.1
737,Military faction (colorados),Military faction (colorados),n/a,Military faction (colorados),0,,,,1,247,501,1,,0,,,0,,0,,,0,,,0,,,0,,,Argentina,160,5,23.1
738,ERP,ERP,Ejército revolucionario del pueblo,People’s Revolutionary Army,0,,,,1,247,502,1,,0,,,0,,0,,,0,,,0,,,0,,,Argentina,160,5,23.1
739,Montoneros,Montoneros,Montoneros,Montoneros,0,,,,1,247,503,1,,0,,,0,,0,,,0,,,0,,,0,,,Argentina,160,5,23.1
740,Military faction (navy),Military faction (navy),n/a,Military faction (navy),0,,,,1,277,573,1,,0,,,0,,0,,,0,,,0,,,0,,,Venezuela,101,5,23.1
741,Bandera Roja,Bandera Roja,Bandera Roja,Bandera Roja,0,,,,1,277,574,1,,0,,,0,,0,,,0,,,0,,,0,,,Venezuela,101,5,23.1
742,Military faction (forces of Hugo Chávez) ,Military faction (forces of Hugo Chávez) ,n/a,Military faction (forces of Hugo Chávez) ,0,,,,1,277,575,1,,0,,,0,,1,Government of Venezuela,18,0,,,0,,,0,,,Venezuela,101,5,23.1
743,FARC,Southern Bloc,Fuerzas armadas revolucionarias colombianas,Revolutionary Armed Forces of Colombia,1,FARC,Fuerzas armadas revolucionarias colombianas,Revolutionary Armed Forces of Colombia,1,289,623,1,1072,0,,"5196, 16761, 13869, 14933",1,5631,0,,,0,,,0,,,0,,,"Colombia, Venezuela, Ecuador","100, 101, 130",5,23.1
744,ELN,ELN,Ejército de Liberación Nacional,National Liberation Army,0,,,,1,289,624,1,1073,0,,"5338, 17253, 13869, 14933",1,5631,0,,,0,,,0,,,0,,,"Colombia, Venezuela","100, 101",5,23.1
745,M-19,M-19,Movimiento 19 de Abril,19 April Movement,0,,,,1,289,625,1,,0,,,0,,0,,,0,,,0,,,0,,,Colombia,100,5,23.1
746,EPL,EPL,Ejército popular de liberación,People’s Liberation Army,0,,,,1,289,626,1,,0,,,0,,0,,,0,,,0,,,0,,,Colombia,100,5,23.1
747,Military faction (constitutionalists),Military faction (constitutionalists),n/a,Military faction (constitutionalists),0,,,,1,290,627,1,,0,,,0,,0,,,0,,,0,,,0,,,Dominican Republic,42,5,23.1
748,ELN,ELN,Ejército de la liberación nacional,National Liberation Army,0,,,,1,292,629,1,,0,,,0,,0,,,0,,,0,,,0,,,Peru,135,5,23.1
749,MIR,MIR,Movimiento de la izquierda revolucionaria,Movement of the Revolutionary Left,0,,,,1,292,630,1,,0,,,0,,0,,,0,,,0,,,0,,,Peru,135,5,23.1
750,Sendero Luminoso,Sendero Luminoso,Sendero Luminoso,Shining Path,0,,,,1,292,631,1,1074,0,,14392,0,,0,,,0,,,0,,,0,,,Peru,135,5,23.1
751,MRTA,MRTA,Movimiento revolucionario Tupac Amaru ,Tupac Amaru Revolutionary Movement,0,,,,1,292,632,1,,0,,14392,0,,0,,,0,,,0,,,0,,,Peru,135,5,23.1
752,Military faction (forces of Benjamin Mejia),Military faction (forces of Benjamin Mejia),n/a,Military faction (forces of Benjamin Mejia),0,,,,1,316,694,1,,0,,,0,,0,,,0,,,0,,,0,,,El Salvador,92,5,23.1
753,ERP,ERP,Ejército revolucionario del pueblo,People’s Revolutionary Army,0,,,,1,316,695,1,,0,,,0,,0,,,0,,,1,FMLN,755,0,,,El Salvador,92,5,23.1
754,FPL,FPL,Fuerzas populares de liberación farabundo Marti,Farabundo Marti Popular Liberation Forces,0,,,,1,316,696,1,,0,,,0,,0,,,0,,,1,FMLN,755,0,,,El Salvador,92,5,23.1
755,FMLN,DRU,Direción Revolucionaria Unificada,Unified Revolutionary Directorate,1,FMLN,Frente farabundo Marti para la liberación nacional,Farabundo Marti Front for National Liberation,1,316,697,1,,0,,,0,,0,,,0,,,0,,,0,,,El Salvador,92,5,23.1
756,MLN/Tupamaros,MLN/Tupamaros,Movimiento de liberación nacional/Tupamaros,Movement of National Liberation/Tupamaros,0,,,,1,319,702,1,,0,,,0,,0,,,0,,,0,,,0,,,Uruguay,165,5,23.1
757,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ","Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ",n/a,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ",0,,,,1,321,704,1,,0,,,0,,0,,,0,,,0,,,0,,,Chile,155,5,23.1
758,FSLN,FSLN,Frente Sandinista de liberación nacional,Sandinista National Liberation Front,0,,,,1,336,741,1,,0,,,0,,0,,,0,,,0,,,1,Government of Nicaragua,14,Nicaragua,93,5,23.1
759,Contras,Contras,Contrarevolucionarios,Counterrevolutionaries,0,,,,1,336,742,1,,0,,,0,,0,,,0,,,0,,,0,,,Nicaragua,93,5,23.1
760,SLA,SLA,n/a,Surinamese Liberation Army,0,,,,1,357,784,1,,0,,,0,,0,,,0,,,0,,,0,,,Suriname,115,5,23.1
761,Military faction (forces of Moisés Giroldi) ,Military faction (forces of Moisés Giroldi) ,n/a,Military faction (forces of Moisés Giroldi) ,0,,,,1,367,795,1,,0,,,0,,1,Government of Panama,16,0,,,0,,,0,,,Panama,95,5,23.1
762,Jamaat al-Muslimeen,Jamaat al-Muslimeen,Jamaat al-Muslimeen,Muslim Society,0,,,,1,378,809,1,,0,,,0,,0,,,0,,,0,,,0,,,Trinidad and Tobago,52,5,23.1
763,Military faction (forces of Himmler Rebu and Guy Francois) ,Military faction (forces of Himmler Rebu and Guy Francois) ,n/a,Military faction (forces of Himmler Rebu and Guy Francois) ,0,,,,1,381,814,1,,0,,,0,,1,Government of Haiti,6,0,,,0,,,0,,,Haiti,41,5,23.1
764,Military faction (forces of Raol Cédras) ,Military faction (forces of Raol Cédras) ,n/a,Military faction (forces of Raol Cédras) ,0,,,,1,381,815,1,,0,,,0,,1,Government of Haiti,6,0,,,0,,,1,Government of Haiti,6,Haiti,41,5,23.1
765,FLRN,FLRN,Front pour la Liberación et la Reconstruction Nationales,National Front for the Liberation of Haiti,0,,,,1,381,816,1,,0,,,0,,0,,,0,,,0,,,0,,,Haiti,41,5,23.1
766,OP Lavalas,OP Lavalas,Organisations Populaires Lavalas,Popular Organisations Lavalas,0,,,,1,381,817,1,,0,,,0,,0,,,0,,,0,,,0,,,Haiti,41,5,23.1
767,EZLN,EZLN,Ejército Zapatista de liberación nacional,Zapatista National Liberation Army,0,,,,1,400,850,1,,0,,,0,,0,,,0,,,0,,,0,,,Mexico,70,5,23.1
768,EPR,EPR,Ejercito Popular Revolucionario,Popular Revolutionary Army,0,,,,1,400,851,1,,0,,,0,,0,,,0,,,0,,,0,,,Mexico,70,5,23.1
769,al-Qaida ,al-Qaida ,al-Qaida ,The Base,0,,,,1,418,878,1,1075,0,,,0,,0,,,0,,,0,,,0,,,"Tunisia, Kenya, Pakistan, United Kingdom, Saudi Arabia, Turkey, United States of America, France","616, 501, 770, 200, 670, 640, 2, 220","4, 3, 1, 2, 5",23.1
770,ACCU,ACCU,Autodefensas Campesinas de Córdoba y Urabá,Peasant Self-Defense Groups of Córdoba and Urabá,0,,,,1,,,0,1076,0,,,0,,0,,,0,,,1,AUC,771,0,,,Colombia,100,5,23.1
771,AUC,AUC,Autodefensas Unidas de Colombia,United Self-Defence forces of Colombia,0,,,,1,,,0,1077,0,,"5196, 5338, 13869",0,,0,,,0,,,0,,,0,,,"Colombia, Venezuela, Ecuador","100, 101, 130",5,23.1
772,Comando Vermelho,Comando Vermelho,Comando Vermelho,Red Command,0,,,,1,,,0,1702,0,,"5211, 12635, 12693, 15142, 17152, 15489, 17017, 16279, 16466, 17428, 17032",0,,0,,,0,,,0,,,0,,,"Brazil, Paraguay, Bolivia","140, 150, 145",5,23.1
773,Huaorani,Huaorani,Huaorani,Huaorani,0,,,,3,,,0,,0,,5251,0,,0,,,0,,,0,,,0,,,Ecuador,130,5,23.1
774,Medellín Cartel,Medellín Cartel,Cartel de Medellín,Medellín Cartel,0,,,,1,,,0,1078,0,,"5339, 5340",0,,0,,,0,,,0,,,0,,,Colombia,100,5,23.1
775,Sinaloa Cartel,Sinaloa Cartel,Cártel de Sinaloa,Sinaloa Cartel,0,,,,1,,,0,1704,0,,"14353, 5262, 5306, 11663, 5546, 12718, 14800, 14799, 16972",1,8234,0,,,0,,,0,,,0,,,"Mexico, Guatemala, Honduras, United States of America, Colombia","70, 90, 91, 2, 100",5,23.1
776,Mara 18 (Guatemala),Mara 18 (Guatemala),Mara 18 (Guatemala),Mara 18 (Guatemala),0,,,,1,,,0,,0,,5278,0,,0,,,0,,,0,,,0,,,"Guatemala, Mexico","90, 70",5,23.1
777,Mara Salvatrucha (Guatemala),Mara Salvatrucha (Guatemala),Mara Salvatrucha (Guatemala),Mara Salvatrucha (Guatemala),0,,,,1,,,0,,0,,5278,0,,0,,,0,,,0,,,0,,,"Guatemala, Mexico","90, 70",5,23.1
778,Mara Salvatrucha (Honduras),Mara Salvatrucha (Honduras),Mara Salvatrucha (Honduras),Mara Salvatrucha (Honduras),0,,,,1,,,0,1079,0,,5551,0,,0,,,0,,,0,,,0,,,Honduras,91,5,23.1
779,Paz y Justicia,Paz y Justicia,Paz y Justicia,Peace and Justice,0,,,,1,,,0,1080,0,,,0,,0,,,0,,,0,,,0,,,Mexico,70,5,23.1
780,Tagaeri ,Tagaeri ,Tagaeri ,Tagaeri ,0,,,,3,,,0,,0,,5251,0,,0,,,0,,,0,,,0,,,Ecuador,130,5,23.1
781,Terceiro Comando,Terceiro Comando,Terceiro Comando,Third Command,0,,,,1,,,0,,0,,5211,0,,0,,,0,,,0,,,0,,,Brazil,140,5,23.1
782,Gulf Cartel,Gulf Cartel,Cártel del Golfo,Gulf Cartel,0,,,,1,,,0,,0,,"5306, 5543, 15536, 17446, 16972",1,8234,0,,,0,,,0,,,0,,,"Mexico, Guatemala, Honduras, United States of America","70, 90, 91, 2",5,23.1
783,1920 Revolution Brigades,1920 Revolution Brigades,1920 Revolution Brigades,1920 Revolution Brigades,0,,,,1,,,1,,0,,5174,0,,0,,,0,,,0,,,0,,,Iraq,645,2,23.1
784,MJF,MJF,Madhesi Jana Adhikar Forum,Madhesi People's Rights Forum,0,,,,1,,,0,,0,,5212,0,,0,,,0,,,0,,,0,,,Nepal,790,3,23.1
785,DKBA,DKBA,Democratic Karen Buddhist Army,Democratic Karen Buddhist Army,0,,,,1,,,0,,0,,5222,0,,1,KNU,180,0,,,0,,,0,,,"Myanmar (Burma), Thailand","775, 800",3,23.1
786,Palipehutu-FNL - LP,Palipehutu-FNL - LP,Parti pour la libération du peuple Hutu-Forces nationales de libération - Lovers of Peace Faction,Party for the Liberation of the Hutu People-Forces for National Liberation - Lovers of Peace faction,0,,,,1,,,0,,0,,5294,0,,1,Palipehutu-FNL,432,0,,,0,,,0,,,Burundi,516,4,23.1
787,Lashkhar of Wazir tribe,Lashkhar of Wazir tribe,Lashkhar of Wazir tribe,Army of Wazir tribe,0,,,,1,,,0,,0,,5254,0,,0,,,0,,,0,,,0,,,Pakistan,770,3,23.1
788,JVA faction,JVA faction,Isbahaysiga Dooxada Jubba faction,Juba Valley Alliance faction,0,,,,1,,,0,,0,,5263,0,,1,JVA,634,0,,,0,,,1,JVA,634,Somalia,520,4,23.1
789,RCD-K-ML ,RCD-K-ML ,Rassemblement Congolais pour la Démocratie-Kisangani-Mouvement de libération,Congolese Rally for Democracy-Kisangani-Liberation Movement,0,,,,1,,,0,789,1,"3846, 3848","5347, 5302, 16287, 5530, 5301",0,,1,"RCD-ML , FLC","425, 3953",0,,,1,FLC,3953,0,,,DR Congo (Zaire),490,4,23.1
790,Bangesh,Bangesh,Bangesh,Bangesh,0,,,,3,,,0,,0,,"5198, 5550",0,,0,,,0,,,0,,,0,,,Pakistan,770,3,23.1
791,Turi,Turi,Turi,Turi,0,,,,3,,,0,,0,,"5277, 5198",0,,0,,,0,,,0,,,0,,,Pakistan,770,3,23.1
792,Forces of Shah Sahib,Forces of Shah Sahib,Forces of Shah Sahib,Forces of Shah Sahib,0,,,,1,,,0,,0,,5257,0,,0,,,0,,,0,,,0,,,Pakistan,770,3,23.1
793,Juarez Cartel,Juarez Cartel,Cártel de Juárez,Juarez Cartel,0,,,,1,,,0,,0,,5262,0,,0,,,0,,,0,,,0,,,Mexico,70,5,23.1
794,Kachai sub-tribe of Bangesh,Kachai sub-tribe of Bangesh,Kachai sub-tribe of Bangesh,Kachai sub-tribe of Bangesh,0,,,,3,,,0,,0,,5265,0,,0,,,0,,,0,,,0,,,Pakistan,770,3,23.1
795,Mishti,Mishti,Mishti,Mishti,0,,,,3,,,0,,0,,5265,0,,0,,,0,,,0,,,0,,,Pakistan,770,3,23.1
796,Lashkar of Salarzai tribe,Lashkar of Salarzai tribe,Lashkar of Salarzai tribe,Army of Salarzai tribe,0,,,,1,,,0,,0,,5269,0,,0,,,0,,,0,,,0,,,Pakistan,770,3,23.1
797,Mangal,Mangal,Mangal,Mangal,0,,,,3,,,0,,0,,"5277, 5550",0,,0,,,0,,,0,,,0,,,Pakistan,770,3,23.1
798,NSCN-U,NSCN-U,National Socialist Council of Nagaland - Unification,National Socialist Council of Nagaland - Unification,0,,,,1,,,1,,0,,5290,0,,1,NSCN-IM,223,0,,,0,,,0,,,India,750,3,23.1
799,Tijuana Cartel,Tijuana Cartel,Cártel de Tijuana,Tijuana Cartel,0,,,,1,,,0,,0,,"14353, 5312",0,,0,,,0,,,0,,,0,,,Mexico,70,5,23.1
800,Tijuana Cartel - El Teo,Tijuana Cartel - El Teo,Cártel de Tijuana - El Teo,Tijuana Cartel - El Teo,0,,,,1,,,0,,0,,5312,0,,1,Tijuana Cartel,799,0,,,0,,,0,,,Mexico,70,5,23.1
801,Hizb-i Wahdat - Akbari faction,Hizb-i Wahdat - Akbari faction,Hizb-i Wahdat - Akbari faction,Unity Party - Akbari faction,0,,,,1,,,0,,0,,5318,0,,1,Hizb-i Wahdat,300,0,,,0,,,0,,,Afghanistan,700,3,23.1
802,Jamiat-ul-Dawa,Jamiat-ul-Dawa,Jamiat-ul-Dawa,Society of the Calling,0,,,,1,,,0,,0,,5320,0,,0,,,0,,,0,,,0,,,Afghanistan,700,3,23.1
803,Shura-yi Nazar-i Shomali,Shura-yi Nazar-i Shomali,Shura-yi Nazar-i Shomali,Supervisory Council of the North,0,,,,1,,,0,,0,,5326,0,,0,,,1,Jam'iyyat-i Islami-yi Afghanistan,292,0,,,0,,,Afghanistan,700,3,23.1
804,BCP,BCP,Biplobi Communist Party,Biplobi Communist Party,0,,,,1,,,0,,0,,5330,0,,0,,,0,,,0,,,0,,,Bangladesh,771,3,23.1
805,PBCP,PBCP,Purbo Banglar Communist Party,East Bengal Communist Party,0,,,,1,11350,10985,1,,0,,5330,0,,0,,,0,,,0,,,0,,,Bangladesh,771,3,23.1
806,Qaqachaca,Qaqachaca,Qaqachaca,Qaqachaca,0,,,,3,,,0,,0,,5331,0,,0,,,0,,,0,,,0,,,Bolivia,145,5,23.1
807,Laime,Laime,Laime,Laime,0,,,,3,,,0,,0,,5331,0,,0,,,0,,,0,,,0,,,Bolivia,145,5,23.1
808,Hells Angels,Hells Angels,Hells Angels,Hells Angels,0,,,,1,,,0,,0,,5336,0,,0,,,0,,,0,,,0,,,"Mexico, Canada","70, 20",5,23.1
809,Rock Machine,Rock Machine,Rock Machine,Rock Machine,0,,,,1,,,0,,0,,5336,0,,0,,,0,,,0,,,0,,,"Mexico, Canada","70, 20",5,23.1
810,Cali Cartel,Cali Cartel,Cártel de Cali,Cali Cartel,0,,,,1,,,0,,0,,5339,0,,0,,,0,,,0,,,0,,,Colombia,100,5,23.1
811,PEPES,PEPES,Perseguidos por Pablo Escobar,People Persecuted By Pablo Escobar,0,,,,1,,,0,,0,,5340,0,,0,,,0,,,0,,,0,,,Colombia,100,5,23.1
813,White Legion,White Legion,t'et'ri legioni,White Legion,0,,,,1,,,0,,0,,"5358, 5357",1,3824,0,,,0,,,0,,,0,,,Georgia,372,1,23.1
814,Bodo,Bodo,Bodo,Bodo,0,,,,3,,,0,,0,,"11286, 5362, 11390",0,,0,,,0,,,0,,,0,,,India,750,3,23.1
815,Santhal,Santhal,Santhal,Santhal,0,,,,3,,,0,,0,,5362,0,,0,,,0,,,0,,,0,,,India,750,3,23.1
816,HuM,HuM,Hezb-ul-Mujahideen,Party of Holy Warriors,0,,,,1,,,0,,0,,5363,0,,0,,,0,,,0,,,0,,,India,750,3,23.1
817,JKLF,JKLF,Jammu and Kashmir Liberation Front,Jammu and Kashmir Liberation Front,0,,,,1,,,0,,0,,5363,0,,0,,,0,,,0,,,0,,,India,750,3,23.1
818,Naga,Naga,Naga,Naga,0,,,,3,,,0,,0,,5364,0,,0,,,0,,,0,,,0,,,India,750,3,23.1
819,Dayak,Dayak,Dayak,Dayak,0,,,,3,,,0,,0,,"5365, 5539",1,3825,0,,,0,,,0,,,0,,,Indonesia,850,3,23.1
820,Madurese,Madurese,Madurese,Madurese,0,,,,3,,,0,,0,,"5365, 5539",0,,0,,,0,,,0,,,0,,,Indonesia,850,3,23.1
821,Dereiat,Dereiat,Dereiat,Dereiat,0,,,,3,,,0,,0,,5366,0,,0,,,0,,,0,,,0,,,Iraq,645,2,23.1
822,al-Shaman,al-Shaman,al-Shaman,al-Shaman,0,,,,3,,,0,,0,,5366,0,,0,,,0,,,0,,,0,,,Iraq,645,2,23.1
823,IMK,IMK,Bizutnawai Islami le Kurdistan,Islamic Movement of Kurdistan,0,,,,1,,,0,,0,,5367,0,,0,,,0,,,0,,,0,,,Iraq,645,2,23.1
824,Supporters of JLP,Supporters of JLP,Supporters of Jamaica Labour Party,Supporters of Jamaica Labour Party,0,,,,2,,,0,,0,,5370,0,,0,,,0,,,0,,,0,,,Jamaica,51,5,23.1
825,Supporters of PNP,Supporters of PNP,Supporters of People's National Party,Supporters of People's National Party,0,,,,2,,,0,,0,,5370,0,,0,,,0,,,0,,,0,,,Jamaica,51,5,23.1
826,Fatah Revolutionary Council,Fatah Revolutionary Council,Fatah al-Majlis al-Thawri ,Fatah Revolutionary Council,0,,,,1,,,1,,0,,5382,0,,1,Fatah,207,0,,,0,,,0,,,Lebanon,660,2,23.1
827,SLA,SLA,Jaysh Lubn?n al-Jan?bi,South Lebanon Army,0,,,,1,,,0,,0,,5383,0,,0,,,0,,,0,,,0,,,Lebanon,660,2,23.1
828,Garcia clan,Garcia clan,Garcia clan,Garcia clan,0,,,,3,,,0,,0,,5392,0,,0,,,0,,,0,,,0,,,Mexico,70,5,23.1
829,Peña Rojas clan,Peña Rojas clan,Peña Rojas clan,Peña Rojas clan,0,,,,3,,,0,,0,,5392,0,,0,,,0,,,0,,,0,,,Mexico,70,5,23.1
830,MDA,MDA,Mongko Defence Army,Mongko Defence Army,0,,,,1,,,0,,0,,5394,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3,23.1
831,MDA - LM,MDA - LM,Mongko Defence Army - Lin Min faction,Mongko Defence Army - Lin Min faction,0,,,,1,,,0,,0,,5394,0,,1,MDA,830,0,,,0,,,0,,,Myanmar (Burma),775,3,23.1
832,MQM-H,MQM-H,Mohajir Qaumi Mahaz-Haqiqi,Mohajir National Movement-Authentic,0,,,,1,,,0,,0,,5415,0,,1,MQM,354,0,,,0,,,0,,,Pakistan,770,3,23.1
833,Wagia subclan of Takima,Wagia subclan of Takima,Wagia subclan of Takima,Wagia subclan of Takima,0,,,,3,,,0,,0,,5416,0,,0,,,0,,,0,,,0,,,Papua New Guinea,910,3,23.1
834,Wayai subclan of Takima,Wayai subclan of Takima,Wayai subclan of Takima,Wayai subclan of Takima,0,,,,3,,,0,,0,,5416,0,,0,,,0,,,0,,,0,,,Papua New Guinea,910,3,23.1
835,Wogia-Tunjup,Wogia-Tunjup,Wogia-Tunjup,Wogia-Tunjup,0,,,,3,,,0,,0,,5417,0,,0,,,0,,,0,,,0,,,Papua New Guinea,910,3,23.1
836,Unjamap,Unjamap,Unjamap,Unjamap,0,,,,3,,,0,,0,,5417,0,,0,,,0,,,0,,,0,,,Papua New Guinea,910,3,23.1
837,Hadji Faizal Abdulkarim clan,Hadji Faizal Abdulkarim clan,Hadji Faizal Abdulkarim clan,Hadji Faizal Abdulkarim clan,0,,,,3,,,0,,0,,5418,0,,0,,,0,,,0,,,0,,,Philippines,840,3,23.1
838,Hadji Masir Ahalul clan,Hadji Masir Ahalul clan,Hadji Masir Ahalul clan,Hadji Masir Ahalul clan,0,,,,3,,,0,,0,,5418,0,,0,,,0,,,0,,,0,,,Philippines,840,3,23.1
839,Azeri,Azeri,Azeri,Azeri,0,,,,3,,,0,,0,,5419,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1,23.1
840,Armenian,Armenian,Armenian,Armenian,0,,,,3,,,0,,0,,5419,0,,0,,,0,,,0,,,0,,,Russia (Soviet Union),365,1,23.1
841,Forces of Ruslan Labazanov,Forces of Ruslan Labazanov,Forces of Ruslan Labazanov,Forces of Ruslan Labazanov,0,,,,1,,,0,,0,,5420,0,,0,,,0,,,0,,,1,Provisional Council of the Chechen Republic,842,Russia (Soviet Union),365,1,23.1
