"word","count"
"czekaj",48
"dobre",48
"mało",48
"pamiętam",48
"pół",48
"strasznie",48
"zdjęcie",48
"ciężko",47
"idę",47
"podoba",47
"treningi",47
"zajebiscie",47
"ich",46
"jakbyś",46
"je",46
"kurna",46
"michał",46
"mini",46
"musiał",46
"przynajmniej",46
"szkoda",46
"tydzień",46
"algebry",45
"chłopaki",45
"najlepiej",45
"powiedz",45
"powiem",45
"późno",45
"tzn",45
"widać",45
"będą",44
"długo",44
"hah",44
"mówisz",44
"oni",44
"robimy",44
"100",43
"dlaczego",43
"hej",43
"powinno",43
"robi",43
"uczelni",43
"xdddd",43
"algebra",42
"dziękuję",42
"idealnie",42
"które",42
"me",42
"musze",42
"mógł",42
"robisz",42
"zadzwoniłeś",42
"byłoby",41
"dzwonić",41
"fajne",41
"grupie",41
"jakąś",41
"kończę",41
"mają",41
"ostatnio",41
"sama",41
"takich",41
"tygodniu",41
"wszystkich",41
"znać",41
"czym",40
"miała",40
"noo",40
"poniedziałek",40
"poszło",40
"sens",40
"zobaczymy",40
"aktywności",39
"b",39
"chwilę",39
"czegoś",39
"jesteście",39
"kilka",39
"lo",39
"nawzajem",39
"nikt",39
"ogarniam",39
"osób",39
"proszę",39
"siema",39
"siemanko",39
"swoje",39
"the",39
"tobie",39
"wracam",39
"daj",38
"im",38
"know",38
"ola",38
"pierwszy",38
"pisać",38
"plan",38
"początku",38
"r",38
"status",38
"tomka",38
"zajebiście",38
"blisko",37
"chciał",37
"hmm",37
"klasa",37
"koniec",37
"la",37
"najpierw",37
"napisać",37
"ooo",37
"problem",37
"sensu",37
"umiem",37
"środę",37
"array",36
"dziewczyny",36
"kornel",36
"kupić",36
"mogą",36
"moment",36
"nadzieję",36
"najbardziej",36
"rok",36
"skąd",36
"taką",36
"zadanka",36
"jedziesz",35
"mówię",35
"mówił",35
"nad",35
"ochotę",35
"of",35
"przeczytaniu",35
"wyświetlać",35
"zrobimy",35
"311",34
"cos",34
"filip",34
"metra",34
"minuty",34
"myślisz",34
"pasuje",34
"angielski",33
"dobranoc",33
"es",33
"godziny",33
"miejsce",33
"mieliśmy",33
"mój",33
"pierwsze",33
"pogadać",33
"roku",33
"spokojnie",33
"sprawy",33
"wiemy",33
"wtorek",33
"zgadza",33
"dni",32
"dnia",32
"jakbym",32
"ją",32
"maila",32
"metrze",32
"nooo",32
"zdążę",32
"łatwiej",32
"21",31
"chcemy",31
"d",31
"idziemy",31
"it",31
"jedno",31
"końcu",31
"lubię",31
"napisałem",31
"pdu",31
"porządku",31
"poza",31
"stary",31
"totalnie",31
"wiadomo",31
"wrażenie",31
"wyjazd",31
"boże",30
"fajny",30
"moim",30
"moje",30
"nami",30
"nwm",30
"projekt",30
"sytuacja",30
"wolne",30
"wydaje",30
"znalazłem",30
"znam",30
"znowu",30
"zrobił",30
"będziecie",29
"dosyć",29
"ewentualnie",29
"jestes",29
"kolosa",29
"ludzi",29
"mną",29
"moja",29
"one",29
"pomysł",29
"right",29
"s",29
"trener",29
"troszkę",29
"v",29
"wróciłem",29
"wszystkiego",29
"wyszło",29
"żebym",29
"45",28
"autem",28
"bedzie",28
"byś",28
"dawno",28
"drugi",28
"jego",28
"oprócz",28
"pani",28
"pero",28
"polonii",28
"przyjechać",28
"spróbować",28
"that",28
"this",28
"twoim",28
"ula",28
"ważne",28
"zajebiste",28
"zobaczyć",28
"byc",27
"chciałbym",27
"dasz",27
"dosłownie",27
"każdy",27
"która",27
"miłego",27
"pójść",27
"słyszałem",27
"uda",27
"weź",27
"wyjdzie",27
"wykład",27
"wysłać",27
"wysłałem",27
"zupełnie",27
"żebyś",27
"chcę",26
"często",26
"daleko",26
"dawaj",26
"itd",26
"kurczaki",26
"mieli",26
"moge",26
"obstawiam",26
"podobno",26
"połączenia",26
"punktów",26
"spotkać",26
"strony",26
"szybciej",26
"takiej",26
"teorii",26
"tomkiem",26
"trudne",26
"wieczorkiem",26
"wracasz",26
"wychodzi",26
"wójcik",26
"zapytać",26
"zdj",26
"analizę",25
"chwilkę",25
"dostałem",25
"dyskretna",25
"fajna",25
"gadać",25
"grupę",25
"kogoś",25
"lat",25
"moze",25
"mówi",25
"nasze",25
"pisze",25
"time",25
"wie",25
"wrócić",25
"zadanie",25
"50",24
"at",24
"byłaś",24
"czekam",24
"drugiej",24
"jedna",24
"mecze",24
"metro",24
"miałaś",24
"miało",24
"mógłbym",24
"nick",24
"nieee",24
"oo",24
"powinienem",24
"rozmowa",24
"szans",24
"szczególnie",24
"słuchaj",24
"temat",24
"twoje",24
"wiedziałem",24
"wiedzieć",24
"wszystkim",24
"zajebisty",24
"zdjęcia",24
"zrobisz",24
"żywicki",24
"algebrę",23
"c",23
"chcecie",23
"cześć",23
"drugie",23
"f1",23
"faktycznie",23
"imo",23
"in",23
"jednego",23
"jedziemy",23
"kim",23
"koniecznie",23
"lecę",23
"lody",23
"mówić",23
"nich",23
"notatki",23
"południu",23
"przyjadę",23
"sporo",23
"wyjść",23
"został",23
"25",22
"całki",22
"ciekawy",22
"dokladnie",22
"dyskretnej",22
"dzieje",22
"gorzej",22
"innego",22
"jaka",22
"jakaś",22
"jedzie",22
"każdym",22
"left",22
"niee",22
"ode",22
"poszedł",22
"rozpocząłeś",22
"se",22
"spróbuję",22
"także",22
"wyślij",22
"wyślę",22
"youtube.com",22
"zadania",22
"zajęcia",22
"zastanawiam",22
"zrobiłeś",22
"ładnie",22
"and",21
"całe",21
"dobranocka",21
"el",21
"en",21
"godzinki",21
"godzinkę",21
"jechał",21
"kogo",21
"maps.app.goo.gl",21
"momencie",21
"naprawdę",21
"ok",21
"patrz",21
"pokazać",21
"poli",21
"powiedziała",21
"same",21
"so",21
"sytuacji",21
"szansa",21
"słabo",21
"telefon",21
"tobą",21
"wziął",21
"zacząć",21
"zazwyczaj",21
"zrobic",21
"zrobione",21
"zwierza",21
"środku",21
"2013",20
"40",20
"aktualnie",20
"cię",20
"cokolwiek",20
"czujesz",20
"damy",20
"elitm",20
"hejka",20
"jesteśmy",20
"klubie",20
"którym",20
"którą",20
"lubisz",20
"miarę",20
"miejsca",20
"musiałem",20
"najlepszego",20
"natalki",20
"niedobrze",20
"nocy",20
"nom",20
"ogarnąłem",20
"około",20
"para",20
"powiedzial",20
"proste",20
"rację",20
"sprawa",20
"uczyć",20
"użytkownika",20
"well",20
"wydziale",20
"wykładzie",20
"wziąłem",20
"zabrać",20
"zadanko",20
"zadzwonić",20
"zdecydowanie",20
"bartkiem",19
"całą",19
"ciekawie",19
"człowiek",19
"feature",19
"flagi",19
"hali",19
"mama",19
"mów",19
"mówiłem",19
"niech",19
"odebrał",19
"ogarnę",19
"pachołek",19
"pamiętasz",19
"potrzebuje",19
"przygotować",19
"pytanko",19
"rodzice",19
"rozwiązanie",19
"share",19
"sobota",19
"stało",19
"troszeczkę",19
"wakacje",19
"wezmę",19
"wow",19
"zakończyła",19
"zobaczę",19
"zostawić",19
"zrobiliśmy",19
"bd",18
"brakuje",18
"bylo",18
"czacie",18
"cóż",18
"dać",18
"dodać",18
"duzo",18
"elitmu",18
"f",18
"fakt",18
"for",18
"godzinę",18
"idziesz",18
"jakiegoś",18
"każdego",18
"których",18
"luzik",18
"miejscu",18
"miło",18
"mogłem",18
"napisz",18
"nazwę",18
"niej",18
"not",18
"p",18
"pokazuje",18
"powiedziałem",18
"powiesz",18
"powinny",18
"prezentacji",18
"przepraszam",18
"przodu",18
"próbuję",18
"rozmowy",18
"samochodem",18
"swój",18
"turniej",18
"twoja",18
"udziału",18
"wcześnie",18
"widzimy",18
"wolę",18
"zamiast",18
"zjeść",18
"zmienić",18
"znaleźć",18
"znasz",18
"zrobiłaś",18
"2015",17
"22",17
"24",17
"ak",17
"be",17
"bede",17
"chciała",17
"daje",17
"egzamin",17
"egzaminu",17
"fajowo",17
"godzina",17
"info",17
"jasne",17
"java",17
"jedną",17
"join",17
"kod",17
"kontakt",17
"link",17
"luzie",17
"michała",17
"next",17
"nią",17
"nowy",17
"numer",17
"osoby",17
"ostatni",17
"pierwszym",17
"piszę",17
"pojechać",17
"pozniej",17
"prezent",17
"smacznego",17
"sposób",17
"stronę",17
"swojego",17
"sí",17
"uważam",17
"wami",17
"widzisz",17
"wiedział",17
"wprawdzie",17
"xddddd",17
"zacząłem",17
"zapomniałem",17
"zdaniem",17
"znajomych",17
"ładne",17
"średnio",17
"23",16
"aaa",16
"brownie",16
"całkiem",16
"chodziło",16
"chodź",16
"chujowo",16
"danych",16
"dobrego",16
"ejj",16
"gokarty",16
"gram",16
"góry",16
"idź",16
"innych",16
"javy",16
"kolokwium",16
"kolos",16
"meczyk",16
"mimo",16
"między",16
"mojej",16
"najlepsze",16
"napisał",16
"nasz",16
"naszej",16
"niby",16
"nimi",16
"ogarniemy",16
"oks",16
"pamietam",16
"patrzę",16
"photos.app.goo.gl",16
"plany",16
"pokoju",16
"poproszę",16
"prawdę",16
"racja",16
"reszta",16
"robiłem",16
"rower",16
"shorts",16
"studia",16
"trudno",16
"twój",16
"umiesz",16
"una",16
"wolisz",16
"wrócę",16
"wydarzyło",16
"wystarczy",16
"zajęciach",16
"zapytam",16
"zasnąłem",16
"zdążyłem",16
"zjem",16
"zrobienia",16
"zwierzu",16
"2016",15
"analize",15
"bedziesz",15
"bereala",15
"beż",15
"boisko",15
"boisku",15
"bratem",15
"can",15
"chodzić",15
"część",15
"dodałeś",15
"duży",15
"egzaminy",15
"haha",15
"how",15
"idea",15
"is",15
"jakim",15
"jednym",15
"just",15
"karoliny",15
"listę",15
"możliwe",15
"mówiła",15
"nagle",15
"niedziela",15
"pan",15
"plik",15
"potrzebujesz",15
"potrzebuję",15
"poważnie",15
"powinien",15
"powodzonka",15
"przeczytałem",15
"punkty",15
"pytam",15
"pytania",15
"robiliśmy",15
"samym",15
"snu",15
"spotkanie",15
"stronie",15
"swoją",15
"tata",15
"tygodnie",15
"tymi",15
"ujeb.se",15
"urlop",15
"ustawiono",15
"uwielbiam",15
"vloga",15
"wcale",15
"wychodzę",15
"wysłałeś",15
"zakupy",15
"zanim",15
"zgadzam",15
"zmieniłeś",15
"zobacz",15
"życiu",15
"3h",14
"basen",14
"brat",14
"byliśmy",14
"czaje",14
"czasem",14
"dał",14
"dałem",14
"dobrą",14
"domku",14
"duża",14
"fotę",14
"good",14
"gra",14
"grafy",14
"i'm",14
"inny",14
"jakimś",14
"jednocześnie",14
"jutra",14
"kurs",14
"lepsze",14
"lepszy",14
"list",14
"lista",14
"małe",14
"metrem",14
"miałeś",14
"mocno",14
"muszą",14
"nauczyć",14
"nazywa",14
"odpowiedzi",14
"okkej",14
"ostatnie",14
"out",14
"pierwsza",14
"piotrek",14
"pisał",14
"pisałem",14
"piłki",14
"polecam",14
"pomyślałem",14
"pomóc",14
"print",14
"przedmiot",14
"przyjechał",14
"przyjść",14
"przypadkiem",14
"pytasz",14
"pójdę",14
"robicie",14
"skoro",14
"skończę",14
"sowid",14
"spóźnię",14
"stanie",14
"superowo",14
"swoim",14
"team",14
"test",14
"trenerze",14
"warto",14
"wawy",14
"wesoły",14
"wf",14
"wiadomość",14
"wrześniu",14
"wstać",14
"wszędzie",14
"zaczyna",14
"zapraszamy",14
"zobaczysz",14
"zosi",14
"zostało",14
"316",13
"348",13
"669",13
"all",13
"analizie",13
"angielskiego",13
"auto",13
"brak",13
"byłeś",13
"błażej",13
"ciekawego",13
"czasie",13
"dole",13
"dotąd",13
"druga",13
"drugim",13
"drugą",13
"dzieci",13
"dziwne",13
"eso",13
"h",13
"innej",13
"jakiej",13
"jakos",13
"java.desktop",13
"javę",13
"jednej",13
"jedzenie",13
"ludzie",13
"mojego",13
"musiałbym",13
"mówiłaś",13
"nadałeś",13
"niedługo",13
"nieźle",13
"nikogo",13
"oba",13
"obserwacje",13
"pokaż",13
"por",13
"powrotem",13
"projektu",13
"przerwę",13
"pójdziemy",13
"rade",13
"roboty",13
"rzeczywiście",13
"samemu",13
"semestr",13
"spisz",13
"sprawdzić",13
"szczęście",13
"thats",13
"trenera",13
"treningów",13
"un",13
"usosie",13
"wejść",13
"wieczór",13
"wielkie",13
"wierzę",13
"wizytówki",13
"wracać",13
"wtf",13
"www.youtube.com",13
"wytłumaczyć",13
"ya",13
"zasadzie",13
"zdałem",13
"ziembo",13
"zostaje",13
"zostać",13
"ćwiczenia",13
"żagle",13
"życie",13
"angielskim",12
"angielsku",12
"brakowało",12
"btw",12
"byli",12
"chujowy",12
"czekać",12
"dało",12
"dojechać",12
"działać",12
"ejjj",12
"element_blank",12
"end",12
"era",12
"fill",12
"gitówa",12
"grał",12
"hahaha",12
"inne",12
"jakiejś",12
"ktos",12
"kwestia",12
"liga",12
"los",12
"lubi",12
"mati",12
"messe",12
"myśli",12
"más",12
"najwięcej",12
"najłatwiej",12
"napisze",12
"nasza",12
"ni",12
"nowego",12
"oddać",12
"okazji",12
"oli",12
"panie",12
"pisz",12
"piszesz",12
"pkt",12
"pociąg",12
"podczas",12
"podjechać",12
"podobnie",12
"pole",12
"pomiędzy",12
"powinniśmy",12
"praktycznie",12
"prezentację",12
"product",12
"przejmuj",12
"pytał",12
"pójdzie",12
"robił",12
"różne",12
"różnica",12
"sali",12
"samochód",12
"slajd",12
"sobą",12
"spania",12
"sprawie",12
"sędziować",12
"trakcie",12
"trenerem",12
"treningach",12
"tuż",12
"tłaczała",12
"umie",12
"way",12
"wczesniej",12
"wolny",12
"wybrać",12
"wyjdę",12
"wyspać",12
"zagrać",12
"zapytałem",12
"zdarza",12
"zdasz",12
"zeby",12
"zmiana",12
"znajdę",12
"ładowarkę",12
"łatwo",12
"śmiesznie",12
"śniadanko",12
"życzenia",12
"as",11
"boli",11
"brać",11
"cała",11
"centrum",11
"cieszę",11
"czarne",11
"człowiekiem",11
"dane",11
"data",11
"dowiem",11
"dzieciaki",11
"dziwnie",11
"e",11
"eee",11
"fun",11
"generalnie",11
"githuba",11
"got",11
"gramy",11
"grać",11
"gry",11
"he",11
"idziecie",11
"jaką",11
"k",11
"kabaty",11
"każdej",11
"kuba",11
"luz",11
"m",11
"mg",11
"mysle",11
"najwyżej",11
"napisane",11
"nowa",11
"numerki",11
"obejrzeć",11
"obie",11
"ogarniasz",11
"ogarniać",11
"open.spotify.com",11
"osoba",11
"osobno",11
"pachołki",11
"parę",11
"piłkę",11
"pogoda",11
"postaram",11
"przerwa",11
"przyda",11
"rana",11
"rodziców",11
"rowerze",11
"rozumiesz",11
"samego",11
"semie",11
"siedzę",11
"skończyłem",11
"spałem",11
"spoczko",11
"szanse",11
"sztuczna",11
"szybką",11
"sędziuje",11
"słowa",11
"tablicy",11
"up",11
"watch",11
"wiecej",11
"wiecie",11
"wrzucić",11
"wyjątkowo",11
"wykłady",11
"wysyłam",11
"your",11
"zajebista",11
"zimno",11
"zmienia",11
"zostanie",11
"zresztą",11
"zrozumiałem",11
"śpij",11
"żebyśmy",11
"życzę",11
"26",10
"31",10
"akademika",10
"auta",10
"autentycznie",10
"berealu",10
"bliżej",10
"but",10
"chcieli",10
"chuja",10
"chwilą",10
"chłopakami",10
"ciekawości",10
"como",10
"czekolada",10
"czytam",10
"dowiedziałem",10
"dysku",10
"działo",10
"energía",10
"folder",10
"funkcja",10
"g",10
"gadasz",10
"githubie",10
"godzinie",10
"grupa",10
"gym",10
"górze",10
"głupio",10
"hiszpański",10
"innym",10
"jedzenia",10
"kabatach",10
"karolinę",10
"kimś",10
"kolosie",10
"konto",10
"kończy",10
"kuchni",10
"kurczaka",10
"last",10
"liczyć",10
"maksa",10
"mateusz",10
"mean",10
"mialem",10
"mogło",10
"mówiąc",10
"napiszę",10
"następnym",10
"nice",10
"niesamowicie",10
"nope",10
"normalne",10
"notatek",10
"obozie",10
"ofc",10
"ogarnia",10
"ostro",10
"panowie",10
"pivot",10
"pivot_index",10
"playlist",10
"pliku",10
"pls",10
"podziwiam",10
"pogadamy",10
"pojęcia",10
"polonia",10
"porobić",10
"poszedłem",10
"pouczyć",10
"powinnaś",10
"połowa",10
"połowie",10
"programowanie",10
"przyszedł",10
"really",10
"robie",10
"rozgrzewkę",10
"siedzi",10
"spał",10
"specjalnie",10
"spodziewałem",10
"spotkamy",10
"spotykamy",10
"sprawozdanie",10
"ssh",10
"still",10
"strój",10
"szkoły",10
"szukać",10
"szło",10
"termin",10
"together",10
"tomasza",10
"trudny",10
"tyłu",10
"uczelnie",10
"uuu",10
"warszawie",10
"wasze",10
"wreszcie",10
"wstalem",10
"wyglądało",10
"zaczął",10
"zadań",10
"załącznik",10
"zbyt",10
"zdam",10
"zdjęć",10
"zrobi",10
"łyżwy",10
"śniadanie",10
"śpisz",10
"27",9
"akademiku",9
"album",9
"an",9
"are",9
"białe",9
"biorę",9
"boiska",9
"boję",9
"brata",9
"całego",9
"całek",9
"chłopaków",9
"czaję",9
"czarny",9
"czyta",9
"dojazd",9
"dopóki",9
"drogą",9
"dziala",9
"dziewczyn",9
"długie",9
"ee",9
"egzaminie",9
"energii",9
"fantastycznie",9
"feel",9
"funkcji",9
"gmail.com",9
"godzinach",9
"google",9
"grup",9
"głowy",9
"ha",9
"hahha",9
"have",9
"if",9
"inteligencja",9
"jeździ",9
"jnmg",9
"k6",9
"kabat",9
"kartka",9
"kartki",9
"kartkę",9
"klasie",9
"klasy",9
"kocham",9
"kolega",9
"kolejny",9
"kolor",9
"konkretnie",9
"kozak",9
"krzysiek",9
"którego",9
"którymi",9
"laby",9
"lub",9
"lublina",9
"matches",9
"mañana",9
"mial",9
"mogła",9
"moich",9
"moją",9
"motyw",9
"musicie",9
"młody",9
"najgorzej",9
"należy",9
"namiot",9
"napisała",9
"następny",9
"natalką",9
"nauczysz",9
"nauczę",9
"niedawno",9
"niespodzianka",9
"noche",9
"nowe",9
"obiad",9
"obok",9
"obu",9
"obóz",9
"odpisał",9
"okejo",9
"opcja",9
"ostatecznie",9
"ostatniego",9
"otwarte",9
"patrzcie",9
"patrzyłem",9
"per100g",9
"pierwszą",9
"pociągiem",9
"pociągu",9
"podać",9
"podjadę",9
"podobało",9
"podzielić",9
"politechniki",9
"pomoże",9
"poniedzialek",9
"porozmawiać",9
"potrafię",9
"powiedzieli",9
"poziom",9
"prezentacja",9
"problemów",9
"przedmiotu",9
"pytać",9
"pytań",9
"resztę",9
"robic",9
"robią",9
"rylla",9
"screen",9
"sesji",9
"siadam",9
"siedzieć",9
"siłkę",9
"skończyć",9
"spotify",9
"stats",9
"stwierdziłem",9
"swoich",9
"szybki",9
"task",9
"tragedia",9
"transparent",9
"turnieju",9
"twojego",9
"uciekam",9
"uczę",9
"umiejętności",9
"umieć",9
"ustawiłeś",9
"uważasz",9
"vlog",9
"warszawa",9
"wczesnie",9
"wektorów",9
"what",9
"win",9
"większość",9
"wraca",9
"wróciłaś",9
"wszelki",9
"wyglądał",9
"wyjebane",9
"wyżej",9
"własne",9
"yo",9
"yt",9
"zaczynasz",9
"zadaniu",9
"zajęć",9
"zawodników",9
"zerknę",9
"zmieniał",9
"znac",9
"zosię",9
"śpię",9
"żadnego",9
"żadnej",9
"życzymy",9
"żyje",9
"1.5",8
"2009",8
"2h",8
"35",8
"90",8
"aa",8
"adres",8
"again",8
"algebrze",8
"algebrą",8
"ang",8
"ankietę",8
"array_size",8
"baza",8
"bien",8
"bierzemy",8
"bierzesz",8
"byl",8
"byłby",8
"chetnie",8
"ciasto",8
"ciepło",8
"cnie",8
"con",8
"czasowo",8
"czerwone",8
"dajcie",8
"dajesz",8
"debili",8
"don't",8
"done",8
"drogi",8
"duże",8
"dyskretną",8
"działało",8
"dzieki",8
"dół",8
"dłużej",8
"filipa",8
"fota",8
"gadaliśmy",8
"gadałem",8
"gimnazjum",8
"gotowe",8
"głowę",8
"głównym",8
"hahahha",8
"honestly",8
"idealna",8
"innymi",8
"inną",8
"inteligencji",8
"internet",8
"it's",8
"jadłem",8
"jakis",8
"jazda",8
"jechałem",8
"jeździć",8
"justa",8
"każda",8
"kierunku",8
"kojarzę",8
"kolory",8
"komuś",8
"konspekt",8
"korki",8
"koszulki",8
"krzychu",8
"ktorej",8
"którzy",8
"kurdee",8
"laba",8
"labach",8
"lata",8
"league",8
"lepsza",8
"lewej",8
"ligę",8
"logo",8
"love",8
"masakra",8
"mateusza",8
"meczem",8
"miales",8
"miejsc",8
"mieszkał",8
"mija",8
"mogłoby",8
"more",8
"mozemy",8
"możnaby",8
"myslalem",8
"móc",8
"najgorsze",8
"najwcześniej",8
"narty",8
"następne",8
"następnego",8
"natomiast",8
"niczego",8
"niedziele",8
"nigdzie",8
"obiadek",8
"odebrała",8
"odpisałem",8
"odpocząć",8
"ogarniesz",8
"okazało",8
"opcje",8
"opłaca",8
"ostatnim",8
"pa",8
"park",8
"planów",8
"początek",8
"pojechał",8
"pol",8
"porobił",8
"powodu",8
"połowę",8
"pracy",8
"prezentacje",8
"pro",8
"problemu",8
"prowadzisz",8
"przychodzić",8
"przygód",8
"przyjdę",8
"przypadek",8
"próbować",8
"próbowałem",8
"pyta",8
"płacić",8
"quiz",8
"rstudio",8
"równo",8
"ręką",8
"salvy",8
"samochodu",8
"samą",8
"siadać",8
"sieny",8
"skonczylem",8
"skończyliśmy",8
"skończysz",8
"sprawdził",8
"sqrt",8
"starczy",8
"sternika",8
"sternikiem",8
"strona",8
"studiach",8
"swojej",8
"szatni",8
"szedł",8
"sztucznej",8
"sędzia",8
"sędziowanie",8
"terminie",8
"that's",8
"torbę",8
"trasę",8
"troche",8
"twojej",8
"uczelnia",8
"wiąże",8
"woec",8
"wracając",8
"wracał",8
"wrzuciłem",8
"wychodzimy",8
"wychodzić",8
"wygodniej",8
"wyjechać",8
"wymyślić",8
"wyszedł",8
"wysłał",8
"wyśpij",8
"zajęło",8
"zapytac",8
"zapytał",8
"zgodnie",8
"zmęczona",8
"zostawiłem",8
"została",8
"zrobiła",8
"zrób",8
"zwraca",8
"złe",8
"ćwiczeniach",8
"środek",8
"żywo",8
"4.5",7
"6.5",7
"aaaa",7
"about",7
"aby",7
"administratora",7
"aha",7
"ai",7
"antek",7
"apropos",7
"artur",7
"awf",7
"az",7
"bank",7
"best",7
"bilety",7
"bramki",7
"byśmy",7
"błąd",7
"całej",7
"całym",7
"cb",7
"chcialem",7
"chcą",7
"ciemno",7
"clj",7
"codziennie",7
"context",7
"cost",7
"cost_per100g_protein",7
"cuando",7
"czuje",7
"częściej",7
"dal",7
"dame",7
"damiana",7
"darmo",7
"decyzja",7
"dembego",7
"dobrej",7
"dodatkowo",7
"dokończyć",7
"dominik",7
"dowiedzieć",7
"dowiemy",7
"dość",7
"drugiego",7
"dunal",7
"dużą",7
"dwie",7
"dziena",7
"dziwię",7
"dziwna",7
"ferrari",7
"flany",7
"fotkę",7
"foty",7
"galerii",7
"gałąź",7
"godzin",7
"grają",7
"graliśmy",7
"group",7
"guess",7
"górę",7
"głowie",7
"głośnik",7
"głupie",7
"hiszpanki",7
"hope",7
"hubert",7
"ilu",7
"imię",7
"inni",7
"jakies",7
"jedyne",7
"jeśli",7
"kasia",7
"kasę",7
"każde",7
"kiedys",7
"kolei",7
"komentarz",7
"kosztuje",7
"koszulkę",7
"krawędzi",7
"kwiatki",7
"leci",7
"ledwo",7
"liceum",7
"liczy",7
"listen",7
"logiczne",7
"lokalizację",7
"lubią",7
"mały",7
"mejor",7
