"word","count"
"boję",13
"brawo",13
"dać",13
"dzk",13
"fizyki",13
"godziny",13
"grupy",13
"indziej",13
"jaka",13
"kolosa",13
"kończę",13
"lepszy",13
"luzie",13
"macie",13
"metrze",13
"mieliśmy",13
"najbardziej",13
"napisz",13
"pamietam",13
"przyszłym",13
"tęsknię",13
"umie",13
"wiedzieć",13
"wy",13
"wydziale",13
"zajęciach",13
"ładny",13
"19",12
"30",12
"72wbzpy4m1xj8tcdpmohva",12
"ahaa",12
"as",12
"awww",12
"czym",12
"dawno",12
"dziwne",12
"dłużej",12
"hahahah",12
"hit",12
"hot",12
"impreza",12
"jakbym",12
"jakos",12
"jedziemy",12
"jestes",12
"ją",12
"każdy",12
"kogo",12
"ktos",12
"lego",12
"miało",12
"miejscu",12
"mocno",12
"mozesz",12
"musimy",12
"mówię",12
"najlepiej",12
"niedzielę",12
"ogarnąć",12
"ostatni",12
"patrzę",12
"pierwszy",12
"pisze",12
"plan",12
"plany",12
"poszedł",12
"przecież",12
"przykład",12
"randka",12
"share_link_id",12
"skąd",12
"specjalnie",12
"słabo",12
"uda",12
"weekend",12
"welcomeonboard",12
"wg",12
"wierzę",12
"wrażenie",12
"wyślę",12
"zimno",12
"świetnie",12
"żaden",12
"100",11
"46",11
"bemowie",11
"bilet",11
"btw",11
"byś",11
"cena",11
"chcę",11
"chwile",11
"cute",11
"czekam",11
"dac",11
"dalej",11
"dlatego",11
"dostałem",11
"drodze",11
"drugiej",11
"dwie",11
"dysku",11
"end",11
"gaspar",11
"generalnie",11
"jeść",11
"karoliny",11
"kosztuje",11
"kwadrat",11
"mateusz",11
"miarę",11
"moi",11
"musi",11
"napisałem",11
"nich",11
"niezle",11
"nikogo",11
"nią",11
"nope",11
"nowy",11
"ogarniam",11
"pamiętaj",11
"pieniądze",11
"plz",11
"prezent",11
"prezentacji",11
"proste",11
"późno",11
"rady",11
"robiliśmy",11
"samochodem",11
"snów",11
"spacer",11
"sprawy",11
"straszne",11
"szynka",11
"trójkąt",11
"turbo",11
"twoja",11
"warszawie",11
"wezmę",11
"wino",11
"wyjeżdżam",11
"wykresy",11
"zdam",11
"zgadzam",11
"zrobione",11
"zrobił",11
"22",10
"692761180",10
"aj",10
"algebry",10
"all",10
"analiza",10
"b",10
"babci",10
"boje",10
"byliśmy",10
"chwila",10
"ciekawe",10
"cuda",10
"danych",10
"domku",10
"dostaniesz",10
"drugi",10
"dzisiaj",10
"good",10
"h",10
"końca",10
"maila",10
"mial",10
"moich",10
"mógł",10
"mógłbym",10
"napiszę",10
"noe",10
"nr",10
"olaboga",10
"osób",10
"pisać",10
"podobne",10
"poniedziałek",10
"poszedłem",10
"przesady",10
"psa",10
"pytania",10
"pytanko",10
"pół",10
"samolot",10
"siedzę",10
"so",10
"sporo",10
"stało",10
"stożek",10
"szczęście",10
"temat",10
"twoim",10
"tą",10
"tę",10
"wolne",10
"wyjazd",10
"xddddd",10
"zaczyna",10
"zdałem",10
"zdj",10
"znać",10
"zobaczyć",10
"zrób",10
"życzę",10
"17",9
"311",9
"akcja",9
"ananas",9
"autobus",9
"be",9
"bilety",9
"blisko",9
"brak",9
"chcecie",9
"chciałbym",9
"chcą",9
"chłopaka",9
"coo",9
"csv",9
"czujesz",9
"disney",9
"dobranoc",9
"droga",9
"dzieci",9
"egzamin",9
"essa",9
"ferie",9
"from",9
"fu",9
"hehe",9
"idź",9
"ikei",9
"jestesmy",9
"jesteście",9
"jeżeli",9
"kartkówka",9
"konto",9
"kupię",9
"liceum",9
"lubi",9
"lubisz",9
"matmy",9
"meet",9
"metra",9
"mikołajki",9
"milion",9
"myslalem",9
"napisac",9
"nasz",9
"nasze",9
"nir",9
"ochotę",9
"odpowiedz",9
"ogarnalem",9
"oto",9
"pana",9
"papryka",9
"pies",9
"potrzebne",9
"przepraszam",9
"przypominam",9
"pytałem",9
"sama",9
"sens",9
"sesji",9
"spytać",9
"still",9
"stoi",9
"stop",9
"swój",9
"szeregsin",9
"szukam",9
"termin",9
"trudno",9
"twd",9
"twój",9
"uczyć",9
"uwaga",9
"video",9
"widze",9
"wychodzę",9
"wykładzie",9
"wynik",9
"względem",9
"włosy",9
"x.com",9
"zacząłem",9
"zapomniałem",9
"zdać",9
"zjadłem",9
"znaczy",9
"znajdę",9
"znalazłem",9
"łóżku",9
"śliczna",9
"żart",9
"żebym",9
"216.0",8
"2h",8
"ajaj",8
"analizę",8
"autentycznie",8
"az",8
"bemowo",8
"break",8
"centrum",8
"chciałabyś",8
"chetnie",8
"chill",8
"chłopak",8
"ciekawego",8
"cioteczna",8
"cześć",8
"czuję",8
"druga",8
"dzieki",8
"energylandii",8
"fizyka",8
"fun",8
"glogg",8
"halo",8
"hermione",8
"hmmm",8
"hola",8
"ide",8
"internet",8
"jakiegoś",8
"jakim",8
"jednej",8
"jednym",8
"jedną",8
"kolor",8
"krew",8
"która",8
"kupiłem",8
"leżę",8
"liczba",8
"like",8
"link",8
"matury",8
"max",8
"metoda",8
"misiu",8
"miłego",8
"mogłem",8
"mozemy",8
"możnaby",8
"musiałem",8
"naprawdę",8
"natalką",8
"oczywiście",8
"ogarnę",8
"oglądam",8
"ooo",8
"osoby",8
"patrzeć",8
"pd",8
"pierwszym",8
"podstawa",8
"pojadę",8
"pojęcia",8
"polsce",8
"projektu",8
"przyszły",8
"reszta",8
"robimy",8
"robił",8
"różne",8
"różnica",8
"sin",8
"spotkanie",8
"staram",8
"studiach",8
"stypendium",8
"swojego",8
"słodkich",8
"takiej",8
"taką",8
"that",8
"wrześniu",8
"wstać",8
"wyglada",8
"wyjazdu",8
"wyjdę",8
"wykresu",8
"wyniki",8
"wysłałeś",8
"zadań",8
"zaproponować",8
"zazwyczaj",8
"zbyt",8
"zdążę",8
"zrobi",8
"śniadanie",8
"świąt",8
"żadna",8
"życie",8
"3h",7
"70zl",7
"ak",7
"aktualnie",7
"alkoholu",7
"analizy",7
"aś",7
"baw",7
"beze",7
"boże",7
"byl",7
"całka",7
"chciało",7
"chodzić",7
"chodź",7
"ciekawie",7
"ciepło",7
"city",7
"cokolwiek",7
"cudo",7
"czarny",7
"czekaj",7
"damy",7
"dane",7
"date",7
"dało",7
"doceniam",7
"domyślam",7
"dostać",7
"dostałaś",7
"dumny",7
"dupy",7
"duzo",7
"dyskretna",7
"dział",7
"dziecko",7
"dzieje",7
"dziwnie",7
"gdańska",7
"godzina",7
"got",7
"grupie",7
"herbatkę",7
"hostel",7
"humor",7
"ig",7
"imię",7
"inna",7
"innej",7
"i’m",7
"jakas",7
"jakimś",7
"jakis",7
"jednocześnie",7
"jedziesz",7
"jedzonko",7
"jem",7
"just",7
"kawę",7
"kciuki",7
"konta",7
"kopenhagi",7
"kończy",7
"lata",7
"main",7
"minął",7
"mmm",7
"mniam",7
"mozarella",7
"much",7
"musiał",7
"musze",7
"mysle",7
"mówić",7
"mądry",7
"nagle",7
"najlepszy",7
"najwyzej",7
"natalki",7
"nazywa",7
"new",7
"niedziele",7
"niej",7
"nimi",7
"normalnie",7
"nutka",7
"nvm",7
"nędza",7
"oba",7
"odechciało",7
"odpowiedzi",7
"oh",7
"około",7
"oniee",7
"opcji",7
"party",7
"pewien",7
"pieniędzy",7
"pierwsze",7
"pisz",7
"plakat",7
"pociąg",7
"poszukam",7
"powiedziałem",7
"praca",7
"pracy",7
"prezenty",7
"problemu",7
"propos",7
"przejmuj",7
"pójść",7
"płacić",7
"robie",7
"robiłaś",7
"rowerem",7
"samym",7
"siedzi",7
"siema",7
"sinx",7
"siostra",7
"skończyć",7
"skończyłem",7
"smart",7
"sobotę",7
"spróbuję",7
"superrr",7
"swoim",7
"sylwestra",7
"tablicy",7
"taniej",7
"teoria",7
"trzymam",7
"twojego",7
"tygodnie",7
"udaje",7
"udało",7
"umiesz",7
"uważam",7
"wartosci",7
"wchodzi",7
"we.tl",7
"widział",7
"większość",7
"wspólnego",7
"wyjść",7
"wypiłem",7
"wysyłać",7
"zaczynam",7
"zajmie",7
"zajęć",7
"zależy",7
"załącznik",7
"zdjęć",7
"zielone",7
"zmienia",7
"znajomych",7
"zostanie",7
"zostałem",7
"zrobie",7
"zł",7
"złoty",7
"ćwiczenia",7
"śniadanko",7
"środku",7
"świecie",7
"życiu",7
"1.5",6
"16.0",6
"21",6
"24",6
"27.0",6
"40",6
"54.0",6
"70",6
"algorytmy",6
"angielskiego",6
"ankieta",6
"antkiem",6
"at",6
"bartkiem",6
"basic",6
"bdw",6
"białe",6
"bla",6
"brać",6
"but",6
"błąd",6
"c",6
"c1",6
"can",6
"całego",6
"chcialem",6
"chodzę",6
"christmas",6
"chwilowo",6
"ciach",6
"cudem",6
"czech",6
"czymś",6
"daj",6
"dał",6
"dałem",6
"dokladnie",6
"dole",6
"don’t",6
"drina",6
"działało",6
"dzx",6
"ejj",6
"ez",6
"factors",6
"fest",6
"funkcja",6
"gitara",6
"góry",6
"górze",6
"głupie",6
"hold",6
"ic",6
"idziemygdzie",6
"if",6
"innym",6
"isc",6
"istnieje",6
"jacyś",6
"java",6
"jazda",6
"jejjj",6
"jutra",6
"karoliną",6
"każdym",6
"kim",6
"kodu",6
"kolega",6
"kolos",6
"kolosy",6
"korków",6
"kornel",6
"ktore",6
"kupować",6
"leci",6
"lecimy",6
"length",6
"lista",6
"lody",6
"lotnisko",6
"m",6
"malaga",6
"maps.app.goo.gl",6
"mati",6
"metrem",6
"mhmmm",6
"miasto",6
"miec",6
"miesięcy",6
"mieszkanie",6
"mimo",6
"mogła",6
"momencie",6
"musicie",6
"myszko",6
"mówiłem",6
"nami",6
"napisze",6
"nartach",6
"nasza",6
"natalia",6
"niedługo",6
"nordic",6
"nosa",6
"notatki",6
"nowego",6
"numpoints",6
"obiad",6
"obiecuję",6
"oddam",6
"oglądać",6
"onieee",6
"online",6
"opcja",6
"osobę",6
"parking",6
"pi",6
"pierogi",6
"piesek",6
"pkp",6
"plot",6
"pls",6
"pociągi",6
"pociągiem",6
"pogoda",6
"pojedziemy",6
"pokoju",6
"poradzę",6
"powiedziała",6
"pozdrawiam",6
"poziomie",6
"prawo",6
"prosze",6
"prowadzić",6
"przerobić",6
"przeżyje",6
"przyjechać",6
"przyjeżdża",6
"psem",6
"pw",6
"pójdziemy",6
"póki",6
"rach",6
"rację",6
"rafalko",6
"rafałko",6
"robic",6
"rock",6
"rodziców",6
"rzeczywiscie",6
"róży",6
"samemu",6
"samochodzie",6
"santa",6
"secret",6
"siły",6
"skarbie",6
"spojrzę",6
"spotkamy",6
"sprawdzę",6
"stanie",6
"stać",6
"stwierdziłem",6
"stylu",6
"swoją",6
"szalona",6
"szkoły",6
"słońce",6
"taak",6
"teams",6
"telefon",6
"time",6
"tobie",6
"trakcie",6
"tramwaj",6
"tramwaju",6
"trasa",6
"ula",6
"v",6
"walking",6
"warto",6
"ważne",6
"we're",6
"well",6
"wesołych",6
"whatever",6
"widzimy",6
"wigilię",6
"woda",6
"worries",6
"wracamy",6
"wrócić",6
"wszystkich",6
"wyboru",6
"wyglądam",6
"wyszedł",6
"wyszedłem",6
"zacząć",6
"zanim",6
"zapytać",6
"zastanawiam",6
"zdane",6
"zdasz",6
"zjeść",6
"zle",6
"znajdziesz",6
"znasz",6
"zostanę",6
"zostać",6
"zrob",6
"zwierza",6
"zły",6
"łatwo",6
"łyżwy",6
"środy",6
"żabki",6
"żadnego",6
"żartuje",6
"żebyśmy",6
"101",5
"15.30",5
"20min",5
"25",5
"31.41592653589793",5
"4.0",5
"4.5",5
"4h",5
"78.53981633974483",5
"aless",5
"ależ",5
"algebrze",5
"algebrę",5
"are",5
"bar",5
"basia",5
"biorę",5
"bluzę",5
"breaku",5
"bylem",5
"bywa",5
"byłabyś",5
"cale",5
"caly",5
"canvy",5
"cała",5
"całej",5
"całą",5
"ceny",5
"chanke",5
"chatę",5
"chorobowo",5
"chory",5
"chętny",5
"chłopa",5
"chłopakiem",5
"ciekawy",5
"ciul",5
"cmon",5
"copenhagen",5
"czeka",5
"czuł",5
"czyta",5
"czytaj",5
"czytałem",5
"dobrzee",5
"doczekać",5
"dodam",5
"doslownie",5
"dostanę",5
"dostał",5
"dotarłem",5
"dowód",5
"driny",5
"drugim",5
"drugą",5
"drzewo",5
"działu",5
"ejjj",5
"ekipa",5
"elo",5
"en",5
"fact",5
"factory",5
"fajnego",5
"family",5
"fidorka",5
"figur",5
"filip",5
"folder",5
"funkcji",5
"funny",5
"g",5
"g_st",5
"gdy",5
"gdzies",5
"geje",5
"gibraltar",5
"girl",5
"godzinie",5
"gotowe",5
"gotowy",5
"grzańca",5
"gui",5
"głowie",5
"głowy",5
"głowę",5
"głupio",5
"halloween",5
"hasło",5
"have",5
"hiszpanii",5
"imprezę",5
"inclusive",5
"intellij",5
"jadą",5
"jadłem",5
"jakiego",5
"jakiejś",5
"jakims",5
"jechał",5
"jechałem",5
"jedne",5
"jedyna",5
"jedyny",5
"jeździć",5
"kicha",5
"kiedys",5
"kilku",5
"kochana",5
"kochany",5
"kojarzę",5
"kole",5
"kolejne",5
"konieczny",5
"kosztowało",5
"których",5
"labach",5
"laby",5
"ladne",5
"ladnie",5
"lesie",5
"leć",5
"lub",5
"ludźmi",5
"macierz",5
"maksa",5
"malmo",5
"matlaba",5
"matma",5
"mała",5
"mhmm",5
"mialem",5
"miały",5
"miesiąc",5
"minutę",5
"miro",5
"między",5
"międzyczasie",5
"mm",5
"mówisz",5
"mówiąc",5
"najgorzej",5
"najpierw",5
"najważniejsze",5
"narzekam",5
"night",5
"nocy",5
"nooo",5
"nowe",5
"oachh",5
"oczy",5
"ode",5
"odpowiedź",5
"ogarniemy",5
"ojoj",5
"okienko",5
"open",5
"orientation",5
"pada",5
"pamiętasz",5
"pasek",5
"patrzy",5
"pierniczki",5
"pierwsza",5
"pisac",5
"piękna",5
"pliku",5
"plot3",5
"pochodna",5
"pocieszenie",5
"poczekam",5
"podejście",5
"podobają",5
"podobało",5
"podróży",5
"podzielić",5
"pojechać",5
"polowe",5
"polu",5
"pomaga",5
"poniedziałki",5
"powiedz",5
"powierzchni",5
"powinien",5
"połowa",5
"pro",5
"prowadzi",5
"przygotować",5
"przyjść",5
"przypadkiem",5
"punkt",5
"punkty",5
"puste",5
"pusto",5
"pójdzie",5
"rana",5
"robią",5
"rower",5
"rowery",5
"rozmowy",5
"rozwiązania",5
"rzecz",5
"również",5
"sami",5
"samochodu",5
"samochód",5
"semestr",5
"serial",5
"sesja",5
"siedział",5
"siedzieć",5
"single",5
"soba",5
"sobota",5
"sobą",5
"sorki",5
"speech",5
"sport",5
"spotkania",5
"sprawdzić",5
"spróbować",5
"spytaj",5
"spytam",5
"stał",5
"stoku",5
"sweter",5
"swoich",5
"sytuacja",5
"szczególnie",5
"szczęścia",5
"słowa",5
"słucham",5
"słusznie",5
"taaak",5
"tablica",5
"taylora",5
"team",5
"tekst",5
"teorii",5
"test",5
"theme",5
"tinder",5
"tomka",5
"too",5
"totalnie",5
"tragedii",5
"troszkę",5
"trudne",5
"tydzien",5
"typu",5
"ugh",5
"używam",5
"użyć",5
"very",5
"vibe",5
"wakacjach",5
"wartości",5
"wet",5
"widok",5
"wiecej",5
"wiedza",5
"wielkim",5
"wina",5
"większa",5
"wolno",5
"wracać",5
"wróciłem",5
"wszystkim",5
"wszędzie",5
"wyglądają",5
"wykładu",5
"wyslac",5
"wysłałem",5
"wątpię",5
"zabrać",5
"zacznę",5
"zakupy",5
"zapraszamy",5
"zaprosił",5
"zaproszenie",5
"zdalnie",5
"zdałaś",5
"zdziwiłem",5
"zegarową",5
"zgadza",5
"ziemniaki",5
"zmienic",5
"zobaczyłem",5
"zostawic",5
"zostało",5
"zrobienia",5
"zrobiło",5
"zróbmy",5
"zupa",5
"zupełnie",5
"zwierzu",5
"złotych",5
"śliczny",5
"śmieszy",5
"śnieg",5
"świat",5
"121.0",4
"13.10",4
"140",4
"1728.0",4
"189.611889793704",4
"200",4
"2023",4
"23",4
"24.46424919657298",4
"256.0",4
"28",4
"28.0",4
"30.0",4
"31",4
"32.0",4
"333",4
"411.2335167120566",4
"44.0",4
"49",4
"50",4
"5h",4
"60",4
"64.0",4
"864.0",4
"90",4
"aaaa",4
"al",4
"angelika",4
"axis",4
"baby",4
"bawisz",4
"beda",4
"benio",4
"bierze",4
"bierzemy",4
"bliżej",4
"bodajże",4
"boi",4
"brakuje",4
"bring",4
"brzydki",4
"budżet",4
"bułki",4
"byli",4
"care",4
"całkę",4
"całować",4
"chcieć",4
"chociaz",4
"chuja",4
"chve",4
"chęcią",4
"chętni",4
"chętnych",4
"ciezko",4
"cis",4
"ciężka",4
"codziennie",4
"coffee",4
"copilot",4
"covid",4
"czarna",4
"czasie",4
"czwartki",4
"czytać",4
"człowiek",4
"d",4
"daje",4
"data",4
"dawaj",4
"dawał",4
"design",4
"dlugo",4
"dobrego",4
"dodajesz",4
"dojadę",4
"dojazd",4
"doraźne",4
"dosc",4
"double",4
"dowody",4
"dowodów",4
"dresy",4
"drogo",4
"drugiego",4
"duża",4
"dwóch",4
"dyskretnej",4
"działają",4
"dziekii",4
"dziekuje",4
"dzielimy",4
"dziewczyny",4
"dzikie",4
"dziwo",4
"dół",4
"długie",4
"easy",4
"editing",4
"ekran",4
"energii",4
"eta",4
"ew",4
"fanem",4
"figura",4
"fizykę",4
"function",4
"gdyż",4
"geez",4
"get",4
"githubie",4
"godzin",4
"golden",4
"gorsze",4
"gorzej",4
"gowno",4
"gra",4
"gratulacje",4
"grid",4
"grupa",4
"góra",4
"gówno",4
"głównie",4
"heca",4
"hejjj",4
"herbatka",4
"hotel",4
"hummus",4
"iadu",4
"iconic",4
"id",4
"idealnie",4
"infy",4
"inni",4
"int",4
"istnieją",4
"iza",4
"jadł",4
"jakiegos",4
"javie",4
"javę",4
"jednego",4
"jedz",4
"jedzenie",4
"jezeli",4
"jeśli",4
"jupi",4
"języki",4
"karolinie",4
"karolinę",4
"kawiarni",4
"każdych",4
"klikasz",4
"klocki",4
"kolejka",4
"kolejki",4
"kolejny",4
"komus",4
"koncu",4
"konkretne",4
"konkretnego",4
"kontaktu",4
"kopenhaga",4
"koszulki",4
"kozice",4
"którego",4
"którym",4
"kupic",4
"kupuje",4
"lecieć",4
"ledwo",4
"lepsza",4
"lewej",4
"liczbadnidowyklucia",4
"linka",4
"listę",4
"londyn",4
"losowe",4
"lotnisku",4
"loty",4
"lunch",4
"macierzy",4
"maile",4
"make",4
"malo",4
"mamie",4
"masakra",4
"matematyka",4
"matematyki",4
"małe",4
"małpy",4
"mentalnie",4
"miałaś",4
"miejsc",4
"mieszkam",4
"mieści",4
"miliony",4
"mocy",4
"mogliby",4
"mogłaby",4
"mogłaś",4
"moment",4
"more",4
"musiałbym",4
"muszą",4
"myśli",4
"myślisz",4
"mózg",4
"nadaje",4
"nalewki",4
"nasa",4
"następnym",4
"naszej",4
"nero",4
"nieee",4
"nieeee",4
"niektóre",4
"niemiecki",4
"nieprawda",4
"niezła",4
"niezłe",4
"nigdzie",4
"non",4
"notatek",4
"now",4
"nudno",4
"obejrzałem",4
"obejrzeć",4
"obejrzę",4
"obrazę",4
"obudził",4
"ochoty",4
"odpisze",4
"odpuścić",4
"odwrotnie",4
"oferta",4
"off",4
"ogarniasz",4
