"word","count"
"zobaczyć",6
"zrobiłem",6
"środę",6
"800",5
"a1",5
"aktywności",5
"analizy",5
"and",5
"arrange",5
"as.data.frame",5
"bitów",5
"brakuje",5
"byli",5
"c",5
"cały",5
"chciałbym",5
"ciagle",5
"cleaning",5
"cris",5
"cwiczen",5
"czasami",5
"czasie",5
"d",5
"daje",5
"dasz",5
"dał",5
"dni",5
"dodałem",5
"dostałem",5
"drugie",5
"dzwonić",5
"dzwonił",5
"długo",5
"egzamin",5
"egzaminów",5
"fryty",5
"gdyby",5
"githuba",5
"goodrent",5
"gościa",5
"h",5
"head",5
"idziesz",5
"ig",5
"innych",5
"is",5
"it",5
"jakiej",5
"jednego",5
"kase",5
"kilka",5
"kolosie",5
"kolosy",5
"koniec",5
"konsultacje",5
"kupie",5
"laby",5
"lipno",5
"matma",5
"mistrzu",5
"mojej",5
"moodle",5
"mozesz",5
"musi",5
"musiałem",5
"musze",5
"mówić",5
"najbardziej",5
"najszybciej",5
"niej",5
"nimi",5
"nope",5
"numer",5
"obok",5
"ostatnie",5
"osób",5
"pa",5
"pani",5
"patrzę",5
"pierwsza",5
"pisałeś",5
"podaj",5
"potrzebujesz",5
"powiedział",5
"powiedziała",5
"powinno",5
"poznania",5
"projektu",5
"przynajmniej",5
"przyszły",5
"py",5
"pytał",5
"rana",5
"robicie",5
"robiliśmy",5
"robię",5
"robocie",5
"roboty",5
"rozwiązanie",5
"rp",5
"sesja",5
"sierpnia",5
"siłownie",5
"sprawa",5
"status",5
"szedł",5
"szukam",5
"tel",5
"temu",5
"terminie",5
"text",5
"trzymaj",5
"twoim",5
"twoje",5
"ujej",5
"usiąść",5
"uuu",5
"wawie",5
"wbić",5
"wcześnie",5
"weekend",5
"wezmę",5
"więc",5
"więcej",5
"wyglądają",5
"wyjdzie",5
"wysyłam",5
"wysłałeś",5
"własnie",5
"yes",5
"zad",5
"zajęty",5
"zapodaj",5
"zapytaj",5
"zapytać",5
"zapytałem",5
"zawsze",5
"zle",5
"zrobiles",5
"zrobię",5
"zwierza",5
"zł",5
"ładna",5
"żadnego",5
"00",4
"380",4
"45",4
"80",4
"airport_category",4
"airport_delays_by_category",4
"aj",4
"aneksy",4
"angielskim",4
"basic",4
"baza",4
"beda",4
"beka",4
"białe",4
"biedry",4
"binarny",4
"bitowy",4
"buta",4
"buty",4
"byśmy",4
"błąd",4
"cała",4
"całki",4
"cena",4
"chcemy",4
"chciało",4
"chcieli",4
"chodzić",4
"chłopaki",4
"class",4
"cokolwiek",4
"czarne",4
"czarny",4
"czasem",4
"czego",4
"dajcie",4
"dniach",4
"dojade",4
"drugi",4
"drugim",4
"duża",4
"dziadków",4
"dzieje",4
"dzień",4
"ects",4
"egzaminu",4
"etap",4
"fajne",4
"fajny",4
"fakt",4
"fbclid",4
"filip",4
"for",4
"gadałem",4
"graty",4
"group_by",4
"infe",4
"infy",4
"jakbyś",4
"jakiejs",4
"jechać",4
"karnet",4
"kartki",4
"każdy",4
"kickboxing",4
"kierunku",4
"komuś",4
"komórek",4
"kończę",4
"kuba",4
"kupujesz",4
"kurczaka",4
"labach",4
"linka",4
"listy",4
"lodówki",4
"maciek",4
"matmy",4
"mało",4
"mean_arr_delay",4
"mean_dep_delay",4
"miejsca",4
"mieliśmy",4
"miesiąc",4
"minimum",4
"mniej",4
"mocno",4
"mogła",4
"możecie",4
"mówiłeś",4
"następnym",4
"nasz",4
"nasze",4
"nawzajem",4
"niech",4
"nim",4
"not",4
"nowa",4
"obstawiam",4
"odpowiednik",4
"ojej",4
"oo",4
"opłaca",4
"osoby",4
"paczki",4
"pare",4
"pierdolisz",4
"pisać",4
"plecy",4
"pociąg",4
"pojęcia",4
"pokaże",4
"posiedzieć",4
"poszedłem",4
"powinienem",4
"powodzenia",4
"powodzonka",4
"poziom",4
"pracować",4
"pracy",4
"premium",4
"problem",4
"problemu",4
"promka",4
"prototyp",4
"przeczytaniu",4
"przelać",4
"pytałem",4
"pójdzie",4
"rady",4
"reel",4
"reszta",4
"robimy",4
"rodzicami",4
"rok",4
"rozwiązania",4
"sesje",4
"ship",4
"siemka",4
"size",4
"sprawy",4
"spróbować",4
"stanie",4
"starsza",4
"strasznie",4
"słowa",4
"telefon",4
"termin",4
"testu",4
"this",4
"twój",4
"tygodniu",4
"tymi",4
"uda",4
"ups",4
"wam",4
"wczesniej",4
"who",4
"wiedział",4
"wstałem",4
"wszystkich",4
"wydawało",4
"wystarczy",4
"wysłałem",4
"wyświetlać",4
"yhm",4
"ymm",4
"yt",4
"zadanko",4
"zadzwoniłeś",4
"zamiar",4
"zdane",4
"zdania",4
"zdjecia",4
"zeby",4
"zenia",4
"zgadza",4
"zjebane",4
"zmienić",4
"zostajesz",4
"zrobi",4
"zrobione",4
"zrobisz",4
"żebym",4
"01180759",3
"1.5",3
"1100",3
"200",3
"24",3
"4.5",3
"40",3
"42",3
"5h",3
"65",3
"90",3
"ai",3
"ajjj",3
"aleksem",3
"alkatraz",3
"angielskiego",3
"arriving_flights_number",3
"bartek",3
"beactive",3
"biała",3
"blisko",3
"brać",3
"brałeś",3
"będziecie",3
"całek",3
"center",3
"chatę",3
"chciales",3
"chodziło",3
"chłopak",3
"common",3
"cs",3
"cubano",3
"cudem",3
"cv",3
"czacie",3
"czekamy",3
"czekać",3
"czesci",3
"często",3
"damn",3
"dało",3
"departing_flights_number",3
"diana",3
"dlatego",3
"dodatkowo",3
"dodać",3
"dokładnie",3
"druga",3
"ds",3
"dunki",3
"duże",3
"dziewczyny",3
"elitmu",3
"etatu",3
"fajna",3
"fast",3
"fituje",3
"food",3
"footer",3
"formie",3
"gadają",3
"gitowa",3
"gmail.com",3
"godzin",3
"google",3
"gratulacje",3
"groups",3
"grupę",3
"głowie",3
"głośno",3
"hahaha",3
"idealnie",3
"idziecie",3
"idziemy",3
"idą",3
"iwlos",3
"jakbym",3
"jakichś",3
"jakies",3
"jakim",3
"jakości",3
"jasne",3
"jave",3
"jedziecie",3
"jesteśmy",3
"jeszce",3
"jwszcze",3
"języki",3
"kacper",3
"kacprem",3
"kawę",3
"kciuki",3
"ketchup",3
"kg",3
"kim",3
"kitu",3
"klate",3
"klubu",3
"klucze",3
"knows",3
"kod",3
"kolega",3
"kolorystyka",3
"kosmetyki",3
"kozak",3
"którego",3
"który",3
"którą",3
"kup",3
"kupiłem",3
"labow",3
"lambde",3
"lecicie",3
"lekko",3
"lewica",3
"linijki",3
"lipna",3
"list",3
"liste",3
"listę",3
"lub",3
"m1",3
"m2",3
"macierz",3
"madu",3
"mailu",3
"marta",3
"materiał",3
"mc",3
"michała",3
"michałem",3
"mikołaj",3
"między",3
"mna",3
"mnoże",3
"moge",3
"mogą",3
"moim",3
"moja",3
"mojego",3
"myśli",3
"mzajaczkowski107",3
"mówili",3
"młoda",3
"nadrobić",3
"nami",3
"napisali",3
"napiszesz",3
"naprawdę",3
"narazie",3
"naszego",3
"nazywa",3
"niezle",3
"nigdy",3
"nigdzie",3
"nikt",3
"niz",3
"nią",3
"noc",3
"nom",3
"nowe",3
"nowy",3
"odbierze",3
"odebrał",3
"odpuszczasz",3
"of",3
"oferta",3
"oferty",3
"ogarnalem",3
"ogarniesz",3
"ogolnie",3
"oki",3
"okienko",3
"opinie",3
"opisać",3
"ostatni",3
"ovy0f",3
"paczka",3
"pamięć",3
"patrze",3
"patrzył",3
"pdf",3
"permalink",3
"pewne",3
"pisała",3
"pisz",3
"piszesz",3
"piter",3
"pizze",3
"plakatu",3
"planujesz",3
"plaże",3
"pn",3
"poczekam",3
"podobnego",3
"podobnie",3
"podstawy",3
"pogoda",3
"pokazałbyś",3
"pokoje",3
"polecacie",3
"polecam",3
"polski",3
"polskie",3
"pomysl",3
"poogarniac",3
"poopowiadam",3
"popatrzyłem",3
"porobić",3
"porobił",3
"porządek",3
"porządku",3
"poszła",3
"poszły",3
"pouczyć",3
"powinni",3
"pozniej",3
"połączenia",3
"pożyczę",3
"prace",3
"praktycznie",3
"prawie",3
"programowania",3
"programowanie",3
"prysznic",3
"przecież",3
"przyjdą",3
"przyszłym",3
"próbuje",3
"punkt",3
"pw.edu.pl",3
"pytaj",3
"pytanko",3
"pytań",3
"pójść",3
"pół",3
"ramki",3
"referencje",3
"robic",3
"rozpisane",3
"rzecz",3
"rzut",3
"ręka",3
"rękawice",3
"samemu",3
"sara",3
"se",3
"sgh",3
"shake",3
"shiny",3
"should",3
"siedzi",3
"siedziałem",3
"siedzę",3
"siłownia",3
"skocze",3
"skończyłem",3
"skąd",3
"składasz",3
"sluchawki",3
"sorki",3
"spać",3
"specjalnego",3
"specjalnie",3
"spodnie",3
"sposób",3
"sprawdze",3
"sprawdzić",3
"sprobowac",3
"sredni",3
"stało",3
"stoicie",3
"stron",3
"strona",3
"strony",3
"studiach",3
"style",3
"stylu",3
"stówki",3
"swiat",3
"szare",3
"szymi",3
"słuchaj",3
"takich",3
"takim",3
"that",3
"trzy",3
"trzymać",3
"twd",3
"typ",3
"uczelnia",3
"uczysz",3
"uczę",3
"udziału",3
"umiem",3
"umowę",3
"umówić",3
"unc",3
"upieczony",3
"usos",3
"uwagę",3
"waga",3
"warszawa",3
"wartości",3
"wchodzę",3
"widac",3
"wiecie",3
"wieczór",3
"wiedzieć",3
"wielkość",3
"wierszy",3
"wode",3
"wole",3
"wolny",3
"wpisałem",3
"wrześniu",3
"wrócił",3
"wszyscy",3
"wszędzie",3
"wtf",3
"wtorki",3
"wychodzimy",3
"wychodzić",3
"wyjdę",3
"wyjebane",3
"wykład",3
"wymiarki",3
"wyników",3
"wyrobie",3
"wyszło",3
"wyślij",3
"wziąć",3
"wziął",3
"wzory",3
"yeezy",3
"ymmm",3
"zabiegu",3
"zabrać",3
"zaczęła",3
"zadzwonię",3
"zadzwoń",3
"zajebista",3
"zajebiste",3
"zajęciach",3
"zary",3
"zastanawiam",3
"zdalnie",3
"zdam",3
"zdecydowałem",3
"zdjęcie",3
"zdrofit",3
"zespół",3
"zestaw",3
"zjeść",3
"zmiana",3
"zmienia",3
"znalazłem",3
"znalezc",3
"znam",3
"zobacz",3
"zosia",3
"zostawiłem",3
"zrobienia",3
"zrobimy",3
"zwierzu",3
"łazienka",3
"żadnej",3
"żebyśmy",3
"0001",2
"02",2
"0b97pxg7p",2
"1000",2
"120",2
"12px",2
"1400",2
"1420",2
"196mhwfzzx9zagzwfabpdnvki3glok5xk",2
"1a3kupoeduq_lrr",2
"1ll39dxaxyjmnvmgj_d4wg",2
"2.2",2
"2022",2
"2023z",2
"238475191903688",2
"2500",2
"27",2
"28",2
"2x",2
"300",2
"31",2
"32",2
"3d",2
"3h",2
"41",2
"4k",2
"5.1",2
"576",2
"60",2
"628",2
"6388374227919964",2
"63y4",2
"6420",2
"70",2
"700",2
"74",2
"75",2
"aaa",2
"adresowanie",2
"adresowym",2
"air",2
"airports_delays_ratio_by_category_2000",2
"aj4",2
"ajajaj",2
"aktualnie",2
"aktywność",2
"algorytmy",2
"also",2
"angol",2
"antek",2
"anulowanych",2
"apka",2
"app.idroo.com",2
"asocjacyjna",2
"atrakcyjna",2
"autem",2
"autograf",2
"autokorekta",2
"b2",2
"babcie",2
"banku",2
"barber",2
"barze",2
"basia",2
"bazie",2
"bazy",2
"be",2
"bednarza",2
"białko",2
"biceps",2
"bieganiu",2
"bierze",2
"bilet",2
"bin",2
"biorę",2
"bit",2
"bitowe",2
"bitowego",2
"bliżej",2
"bloku",2
"blue",2
"boards",2
"boi",2
"boks",2
"bomberke",2
"boxa",2
"brand",2
"brat",2
"braun",2
"brauna",2
"brzuch",2
"bump",2
"but",2
"byliśmy",2
"byuqzniufg4qtzmdmm",2
"cartier",2
"całość",2
"celował",2
"ceny",2
"chcecie",2
"chcą",2
"che",2
"chimera",2
"chinol",2
"chirurga",2
"chodził",2
"chuja",2
"chujowe",2
"chujowo",2
"chwili",2
"ciało",2
"cicho",2
"ciekawa",2
"ciekawego",2
"cieszę",2
"ciągła",2
"clash",2
"cm",2
"consumer",2
"cut",2
"czaisz",2
"czarna",2
"czat",2
"czeka",2
"czerwca",2
"czuc",2
"czuje",2
"czysto",2
"czytałem",2
"dafz4nv2bia",2
"daleko",2
"dali",2
"danonkowy",2
"dark",2
"data",2
"dała",2
"dałem",2
"dałeś",2
"delta",2
"dfit",2
"dobrego",2
"dochodzi",2
"dodam",2
"dodatkowych",2
"dodałeś",2
"dogadany",2
"dogadywałem",2
"dojdziesz",2
"dojebany",2
"dostaje",2
"dostane",2
"dostaniesz",2
"doświadczenie",2
"dpd",2
"droga",2
"drukarnie",2
"drukować",2
"drzewo",2
"drzwi",2
"drzwiach",2
"drążki",2
"dumny",2
"dupy",2
"dworcu",2
"działo",2
"dzieciak",2
"dziwna",2
"dziwne",2
"dzwonili",2
"dzwonię",2
"długi",2
"ekipa",2
"element_blank",2
"em",2
"enrage",2
"esejem",2
"essay",2
"etykiety",2
"every",2
"f",2
"facetów",2
"fake",2
"farcie",2
"fejki",2
"file",2
"filipek",2
"filmik",2
"filmu",2
"finalnie",2
"flake",2
"font",2
"fotę",2
"frekwencja",2
"friend",2
"fudrych",2
"function",2
"funkcja",2
"fydrych",2
"gadaliśmy",2
"gclid",2
"gdzies",2
"getrandomquote",2
"githubie",2
"godziny",2
"gorzej",2
"gracias",2
"grafy",2
"grafów",2
"granicy",2
"grubo",2
"ha",2
"have",2
"hiszpana",2
"hiszpanie",2
"hiszpanski",2
"hiszpanskim",2
"hm",2
"hmmm",2
"hot",2
"html",2
"hustlers",2
"idealne",2
"ie",2
"imprezie",2
"inaczej",2
"indeksowej",2
"index.php",2
"info",2
"inny",2
"int",2
"interfejs",2
"inzynieria",2
"ios",2
"isc",2
"istnieje",2
"ivan",2
"iwar3wyju_6mxdhuskwkklaq5ycjot4yjmm3bahbi9vqqb4usc8e91bj",2
"jakub",2
"jasionowskiej",2
"java",2
"jebie",2
"jednych",2
"jednym",2
"jedzie",2
"jego",2
"jestescie",2
"jeśliby",2
"joachim",2
"kandydatów",2
"kapronia",2
"karolina",2
"karoliny",2
"kartce",2
"kasia",2
"kaucji",2
"kawa",2
"kazdego",2
"każde",2
"każdej",2
"kebaba",2
"kepie",2
"kibi",2
"kiedyś",2
"kierunek",2
"kieszeń",2
"kilo",2
"kime",2
"kit",2
"kitchen",2
"klient",2
"klientka",2
"kluby",2
"ko",2
"kolegi",2
"kolejce",2
"kolejnych",2
"kolor",2
"kolorów",2
"kolos",2
"komparator",2
"kompilator",2
"komputerki",2
"komu",2
"konfa",2
"kontakt",2
"kornelem",2
"kosmos",2
"kropki",2
"krój",2
"kręgosłup",2
"ktora",2
"ktory",2
"której",2
"kuchni",2
"kujasiem",2
"kupisz",2
"kupuj",2
"kupuje",2
"kurczaku",2
"latać",2
"lece",2
"leciał",2
"legenda",2
"legitke",2
"lekarza",2
"lepsze",2
"lepszy",2
"leży",2
"licz",2
"linijce",2
"logiki",2
"lokali",2
"losowanie",2
"lotów",2
"low",2
"lubię",2
"luckiej",2
"ludziom",2
"ludźmi",2
"luz",2
"luźno",2
"ly",2
"maciej",2
"mail",2
"main",2
"maksa",2
"maksymalną",2
"mapka",2
"mapke",2
"marcelem",2
"marka",2
"martyna",2
"matematyka",2
"materiały",2
"matme",2
"mała",2
"małolat",2
"mb",2
"mean_avg_delay",2
"mebi",2
"mediumpurple2",2
"metra",2
"metrze",2
"mialem",2
"miare",2
"miasta",2
"miasto",2
"michalowi",2
"miec",2
"miejsc",2
"mielismy",2
"miesiąca",2
"mieście",2
"mikołaja",2
"mikrofon",2
"mister",2
"mize",2
"miły",2
"ml",2
"mleko",2
"mniejszy",2
"mo",2
"mobile",2
"moc",2
"mordzia",2
"mow",2
"mowila",2
"mowili",2
"mozemy",2
"musiałbym",2
"muzyczkę",2
"myłem",2
"myślała",2
"nadałeś",2
"nagranie",2
"najadłem",2
"najlepsze",2
"najlepszy",2
"najniższy",2
"najwcześniej",2
"najwyżej",2
"napierdala",2
"napisala",2
"napisane",2
"napisałeś",2
"naszej",2
"naszym",2
"naukę",2
"nazwisko",2
"nazwę",2
"ncl",2
"ne",2
"niebieski",2
"nieczytelna",2
"niedużo",2
"nienajgorzej",2
"niewiadomo",2
"niezła",2
"nikogo",2
"nocy",2
"noo",2
"nowej",2
"nr",2
"nwm",2
"obaj",2
"obchodzi",2
"obczaić",2
"obczaje",2
"obejrzałbym",2
"obiad",2
"obojętnie",2
"obudziłem",2
"oczekiwania",2
"oczy",2
"oczywiście",2
"odbiorę",2
"odc",2
"oddzielnie",2
"ode",2
"odjebalo",2
"odpala",2
"odpisał",2
"odpisze",2
"odpowiedzi",2
"odstawiłem",2
"odwołane",2
"odzywa",2
"ogarne",2
"ogarniasz",2
"ogarniać",2
"ogarniał",2
"ogarnie",2
"ogarniemy",2
"ogląda",2
"oglądam",2
"oglądać",2
"ogłoszenie",2
"okazja",2
"okienek",2
"okienka",2
"olka",2
"ono",2
"opcji",2
"opina",2
"opinii",2
"opinion",2
"opis",2
"opóźnienie",2
"opłacić",2
"orange3",2
"os",2
"ostatnich",2
"otwarte",2
"otwartych",2
"our",2
"out",2
"pachną",2
"pakę",2
"pamięci",2
"pamiętał",2
"pana",2
"paragon",2
"parke",2
"part",2
"paru",2
"pary",2
"pasują",2
"patrzyłem",2
"pauza",2
"października",2
"pd",2
"performance",2
"piatek",2
"pijesz",2
"piotrka",2
"pisali",2
"pisanie",2
"pizza",2
"planuje",2
"planów",2
"plastik",2
"plik",2
"plikach",2
"plusów",2
"poczatku",2
"podania",2
"podasz",2
"podbij",2
"podbijam",2
"podeslalbys",2
"podeśle",2
"podrzucilbys",2
"pogadałem",2
"pojebane",2
"poka",2
"pola",2
"pole",2
"polecić",2
"politechnice",2
"polka",2
"polowe",2
"polu",2
"pompki",2
"pomyłka",2
"pomyślałem",2
"poprawić",2
"poprawki",2
"poproszę",2
"poprzez",2
"porównać",2
"porównał",2
"posiedzę",2
"posortowala",2
"poszedłeś",2
"poszukam",2
"potrzebowałem",2
"potrzebuje",2
"powie",2
"powiecie",2
"powiedziały",2
"powiedzieli",2
"powiedzmy",2
"powiedzą",2
"poznaniu",2
"poćwiczyć",2
"połowie",2
"pośrednika",2
"pożyczyć",2
"prania",2
"prezentacji",2
"print",2
"problemy",2
"program",2
"programu",2
"proponuje",2
"prosta",2
"prowadzących",2
"przeczytał",2
"przedmiot",2
"przedstawić",2
"przejdziemy",2
"przejsc",2
"przejść",2
"przekonywałem",2
"przeleje",2
"przemieszczenie",2
"przeniesienie",2
"przenieść",2
"przenocować",2
"przeszedł",2
"przetarcia",2
"przodu",2
"przygotować",2
"przyjmuje",2
"przykładowe",2
"przyszedłem",2
"przyszła",2
"pudełko",2
"punktowane",2
"punkty",2
"punktów",2
"pyta",2
"pytania",2
"pythona",2
"pójde",2
"płynu",2
"quotes",2
"racja",2
"ramka",2
"raporcie",2
"raport",2
"ready",2
"reakcję",2
"real",2
"red",2
"rejestracja",2
"rekawiczki",2
"rekrutacji",2
"resourcekey",2
"reszty",2
"robią",2
"robiłem",2
"robota",2
"robotę",2
"rocznice",2
"rozmiar",2
"rozmiarach",2
"rozmowy",2
"rozwiązane",2
"rprysegjad",2
"rtv",2
"ruch",2
"rylla",2
"rzutu",2
"różnią",2
"ręce",2
"sali",2
"sama",2
"samego",2
"samych",2
"samym",2
"sapply",2
"saskiej",2
"sauna",2
"schedule",2
"schematyczne",2
"semestr",2
"sen",2
"serii",2
"shakeu",2
"share_link",2
"siadam",2
"siadamy",2
"siedze",2
"siedział",2
"siedzieć",2
"siedzisz",2
"siemanko",2
"siostry",2
"siłke",2
"skan",2
"sklep",2
"skoro",2
"skończył",2
"skrócie",2
"składałeś",2
"sleep",2
"smacznego",2
"so",2
"sojuszu",2
"soki",2
