ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,Date
2022-12-16T18:30:36Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,10140,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Dream On,Aerosmith,Aerosmith,spotify:track:5MxNLUsfh7uzROypsoO5qe,,,,playbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T18:30:58Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,20675,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Do I Love You (Indeed I Do),Bruce Springsteen,Do I Love You (Indeed I Do),spotify:track:0JsyYwcVC0PwaCewYnEBYJ,,,,playbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T18:31:21Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,22426,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Wouldn't It Be Nice,The Beach Boys,Pet Sounds,spotify:track:2Gy7qnDwt8Z3MNxqat4CsK,,,,playbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T18:32:03Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,41782,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Surfin' U.S.A. - Remastered 2001,The Beach Boys,Surfin' USA,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b,,,,playbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T18:32:29Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,25005,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Good Vibrations - Remastered 2001,The Beach Boys,Smiley Smile,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,,,,playbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T18:32:30Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,264,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",I Get Around (Mono),The Beach Boys,All Summer Long,spotify:track:3v9xlH6BpmRbqL7hgNJhfT,,,,playbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T18:32:39Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,8561,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",I Get Around (Mono),The Beach Boys,All Summer Long,spotify:track:3v9xlH6BpmRbqL7hgNJhfT,,,,playbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T18:32:58Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,18017,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Don't Worry Baby - Remastered 2001,The Beach Boys,"Shut Down, Vol. 2",spotify:track:1GLmaPfulP0BrfijohQpN5,,,,playbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T18:33:13Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,13878,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Sloop John B,The Beach Boys,Pet Sounds,spotify:track:2ULL3VZf4WwBKO4vjwT7Bg,,,,playbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T18:33:26Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,11572,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15","Fun, Fun, Fun (Mono)",The Beach Boys,"Shut Down, Vol. 2",spotify:track:5L0L3RyON6g8avnI20uubN,,,,playbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T18:33:51Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,23265,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15","Sail On, Sailor - Remastered 2000",The Beach Boys,Holland,spotify:track:3U4hSjTlK6WU0wORlAne9H,,,,playbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T20:26:30Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,94790,PL,31.61.253.111,unknown,Moving On,The Zombies,Still Got That Hunger,spotify:track:09U7oWfjru3qMolTiAnbaz,,,,playbtn,fwdbtn,True,True,False,1671222295,False,2022-12-16
2022-12-16T20:30:12Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,222373,PL,31.61.253.111,unknown,I Don't Believe In Miracles (feat. Colin Blunstone & Rod Argent) - Live at Metropolis Studios,The Zombies,"Live In Concert at Metropolis Studios, London (feat. Colin Blunstone & Rod Argent)",spotify:track:0cK6APatHRmWY8q7E0J1Sd,,,,fwdbtn,trackdone,True,False,False,1671222391,False,2022-12-16
2022-12-16T20:32:48Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,156093,PL,31.61.253.111,unknown,I'll Call You Mine,The Zombies,"The Original Studio Recordings, Vol. 2",spotify:track:6jTMqQ9n77UGGpWCgTJkkM,,,,trackdone,trackdone,True,False,False,1671222612,False,2022-12-16
2022-12-16T20:34:11Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,80943,PL,31.61.253.111,unknown,Love Breaks Down,The Zombies,New World,spotify:track:0p0bK0Oiv1Ny1NutLNhxh3,,,,trackdone,fwdbtn,True,True,False,1671222769,False,2022-12-16
2022-12-16T20:34:47Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,37050,PL,31.61.253.111,unknown,I Love You,The Zombies,"The Original Studio Recordings, Vol. 3",spotify:track:1eqjc8TlbX2mj1oGBg9dr8,,,,fwdbtn,fwdbtn,True,True,False,1671222851,False,2022-12-16
2022-12-16T20:37:50Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,183213,PL,31.61.253.111,unknown,Going Out Of My Head,The Zombies,"The Original Studio Recordings, Vol. 3",spotify:track:2tv1TH489D5jYz96DeGwT3,,,,fwdbtn,trackdone,True,False,False,1671222888,False,2022-12-16
2022-12-16T20:41:04Z,31l6jhgdp76ocowz7n7mekfnr7em,ios,192266,PL,31.61.244.92,unknown,Mystified (feat. Colin Blunstone & Rod Argent) - Live at Metropolis Studios,The Zombies,"Live In Concert at Metropolis Studios, London (feat. Colin Blunstone & Rod Argent)",spotify:track:07SyK0kXfJXh8S2Nm0Ax0K,,,,trackdone,logout,True,False,False,1671223070,False,2022-12-16
2022-12-16T23:17:51Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,34343,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",You Never Can Tell,Chuck Berry,St. Louis To Liverpool,spotify:track:6FT83pFXKhDlXDsNJFAHWz,,,,remote,unexpected-exit-while-paused,False,False,False,0,False,2022-12-16
2022-12-16T23:17:51Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,5417,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Take It Easy - 2013 Remaster,Eagles,Eagles,spotify:track:4yugZvBYaoREkJKtbG08Qr,,,,playbtn,unexpected-exit,False,False,False,0,False,2022-12-16
2022-12-16T23:20:37Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,126974,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Johnny B. Goode,Chuck Berry,Berry Is On Top,spotify:track:2QfiRTz5Yc8DdShCxG1tB2,,,,trackdone,trackdone,False,False,False,0,False,2022-12-16
2022-12-16T23:22:55Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,137299,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Let's Twist Again,Chubby Checker,It's Pony Time/Let's Twist Again,spotify:track:1INWPr855fwWdAOeecbu0W,,,,trackdone,trackdone,False,False,False,0,False,2022-12-16
2022-12-16T23:24:54Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,118002,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",C’Mon Everybody,Eddie Cochran,12 Of His Biggest Hits,spotify:track:7ItZM6DMZE2m1X7yIaRxjq,,,,trackdone,trackdone,False,False,False,0,False,2022-12-16
2022-12-16T23:27:09Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,134093,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",You Can't Judge A Book By Its Cover,Bo Diddley,The Chess Box,spotify:track:4HEmPMRG1Mz4pYEpYbWTO0,,,,trackdone,endplay,False,True,False,0,False,2022-12-16
2022-12-16T23:29:49Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,160108,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Have You Ever Seen The Rain,Creedence Clearwater Revival,Pendulum,spotify:track:2LawezPeJhN4AWuSB0GtAU,,,,playbtn,trackdone,False,False,False,0,False,2022-12-16
2022-12-16T23:30:28Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,38221,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Midnight Rider,Allman Brothers Band,Idlewild South,spotify:track:1hHGUdFaiJHw9hVZGJWYO2,,,,trackdone,endplay,False,True,False,0,False,2022-12-16
2022-12-16T23:33:18Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,168458,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Paranoid,Black Sabbath,Paranoid,spotify:track:1jzDzZWeSDBg5fhNc3tczV,,,,clickrow,trackdone,False,False,False,0,False,2022-12-16
2022-12-16T23:35:44Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,146117,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Immigrant Song - Remaster,Led Zeppelin,Led Zeppelin III,spotify:track:78lgmZwycJ3nzsdgmPPGNx,,,,trackdone,trackdone,False,False,False,0,False,2022-12-16
2022-12-16T23:36:06Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,21622,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Let It Be - Remastered 2009,The Beatles,Let It Be,spotify:track:7iN1s7xHE4ifF5povM6A48,,,,trackdone,fwdbtn,False,True,False,0,False,2022-12-16
2022-12-16T23:38:40Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,146721,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Wild World,Yusuf / Cat Stevens,Tea For The Tillerman,spotify:track:7mjSHL2Eb0kAwiKbvNNyD9,,,,fwdbtn,fwdbtn,False,True,False,0,False,2022-12-16
2022-12-16T23:43:55Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,251624,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Layla,Derek & The Dominos,Layla And Other Assorted Love Songs,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,,,,fwdbtn,endplay,False,True,False,0,False,2022-12-16
2022-12-16T23:44:15Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,19620,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Mississippi Queen,Mountain,Climbing!,spotify:track:4vO9dmzNRqDhFY3jD1a3P7,,,,clickrow,endplay,False,True,False,0,False,2022-12-16
2022-12-16T23:45:21Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,65298,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",What Is Life - Remastered 2014,George Harrison,All Things Must Pass,spotify:track:76TpWFiK5YCgw1hy26DWZp,,,,clickrow,endplay,False,True,False,0,False,2022-12-16
2022-12-16T23:45:33Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,10455,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Peace Frog,The Doors,Morrison Hotel,spotify:track:5piJiL6aRhvrKBa9YuEfS9,,,,clickrow,endplay,False,True,False,0,False,2022-12-16
2022-12-16T23:45:49Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,15868,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",California Dreamin' - Single Version,The Mamas & The Papas,If You Can Believe Your Eyes & Ears,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,,,,trackdone,endplay,False,True,False,0,False,2022-12-16
2022-12-16T23:48:23Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,153140,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Wouldn't It Be Nice,The Beach Boys,Pet Sounds,spotify:track:2Gy7qnDwt8Z3MNxqat4CsK,,,,clickrow,trackdone,False,False,False,0,False,2022-12-16
2022-12-16T23:51:06Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,162174,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",California Dreamin' - Single Version,The Mamas & The Papas,If You Can Believe Your Eyes & Ears,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,,,,trackdone,trackdone,False,False,False,0,False,2022-12-16
2022-12-16T23:51:23Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,16357,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Happy Together,The Turtles,Happy Together,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,,,,trackdone,endplay,False,True,False,0,False,2022-12-16
2022-12-16T23:53:53Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,149370,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Surfin' U.S.A. - Remastered 2001,The Beach Boys,Surfin' USA,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b,,,,clickrow,trackdone,False,False,False,0,False,2022-12-16
2022-12-16T23:57:48Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,234528,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Got My Mind Set On You - Remastered 2004,George Harrison,Cloud Nine,spotify:track:3OeUlriM0EZHdWleJtjoVr,,,,trackdone,trackdone,False,False,False,0,False,2022-12-16
2022-12-17T00:01:03Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,194283,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Dream A Little Dream Of Me,The Mamas & The Papas,The Papas & The Mamas,spotify:track:27hhIs2fp6w06N5zx4Eaa5,,,,trackdone,trackdone,False,False,False,0,False,2022-12-17
2022-12-17T00:04:42Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,218876,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Good Vibrations - Remastered 2001,The Beach Boys,Smiley Smile,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,,,,trackdone,trackdone,False,False,False,0,False,2022-12-17
2022-12-17T00:06:22Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,98951,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",You Really Got Me,The Kinks,Kinks,spotify:track:29SyMC0plk6qw8NMF7lfRL,,,,trackdone,endplay,False,True,False,0,False,2022-12-17
2022-12-17T00:08:43Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,140673,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Fortunate Son,Creedence Clearwater Revival,Willy And The Poor Boys,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,,,,playbtn,trackdone,False,False,False,0,False,2022-12-17
2022-12-17T00:09:09Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,25389,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",California Dreamin' - Single Version,The Mamas & The Papas,If You Can Believe Your Eyes & Ears,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,,,,trackdone,fwdbtn,False,True,False,0,False,2022-12-17
2022-12-17T00:12:13Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,183248,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",Brown Eyed Girl,Van Morrison,Blowin' Your Mind!,spotify:track:3yrSvpt2l1xhsV9Em88Pul,,,,fwdbtn,trackdone,False,False,False,0,False,2022-12-17
2022-12-17T00:14:47Z,31l6jhgdp76ocowz7n7mekfnr7em,osx,153622,PL,194.29.137.26,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F605.1.15%20(KHTML,%20like%20Gecko)%20Version%2F16.1%20Safari%2F605.1.15",For What It's Worth,Buffalo Springfield,Buffalo Springfield,spotify:track:1qRA5BS78u3gME0loMl9AA,,,,trackdone,trackdone,False,False,False,0,False,2022-12-17
