Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.39515106359663
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.75613790659769
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.55225942282078
Comoros,COM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.407112182850678
"Congo, Dem. Rep.",COD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0325847808481787
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.25459166977367
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.35999554957394
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.406347356890383
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.86070539173057
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.15276967847473
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.47199800894842
Czechia,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.30401749583889
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.69123730751634
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.392329171237878
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.26126814362109
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.08018172191441
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.95757534925331
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.96112257208929
El Salvador,SLV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.01328024350636
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.72573085162172
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.198657542968412
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.33839981587368
Eswatini,SWZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.972087527685903
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.154431771590205
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.11709628844161
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.57014512772575
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.95368245187991
French Polynesia,PYF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.33327357514897
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.237529598930845
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.75470919618902
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.2552210281684
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.602887453142675
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.76718493701839
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.62406702085507
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.00040733564819
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.34364615086247
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.163208368967987
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.47277101663067
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.283815024249564
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.872911171700029
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.59165290704788
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.94746536485266
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.57609323191648
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.07165896221472
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.06335132057733
Iraq,IRQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.84217781974399
Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.76822759018266
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Israel,ISR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.34521600416707
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.73237277079935
Jamaica,JAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.06904180772051
Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.0314958696668
Jordan,JOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.9191724264898
Kazakhstan,KAZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.2977433059429
Kenya,KEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.374079219355755
Kiribati,KIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.449933972782553
"Korea, Dem. People's Rep.",PRK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.02714861876503
"Korea, Rep.",KOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.9900295814285
Kosovo,XKX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Kuwait,KWT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,21.1696102506992
Kyrgyz Republic,KGZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.37997537956504
Lao PDR,LAO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.6202834413044
Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.64561216849281
Lebanon,LBN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.79219353680069
Lesotho,LSO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.02564216316934
Liberia,LBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.231838923937177
Libya,LBY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.68280547080212
Liechtenstein,LIE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.66384799772938
Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.18400041504391
Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.4569532326913
"Macao SAR, China",MAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Madagascar,MDG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0972695405949093
Malawi,MWI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0846361581872504
Malaysia,MYS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.38371541222915
Maldives,MDV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.82638529813116
Mali,MLI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.195565971417317
Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.12555789277592
Marshall Islands,MHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.53380323866123
Mauritania,MRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.855176405836122
Mauritius,MUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.93851410805884
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.04076637477226
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.958913885073056
Moldova,MDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.26784636811087
Monaco,MCO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Mongolia,MNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.43064533509798
Montenegro,MNE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.06756091201437
Morocco,MAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.81852638730999
Mozambique,MOZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.222767552715213
Myanmar,MMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.634080348390974
Namibia,NAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.58804514727825
Nauru,NRU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.36175395858709
Nepal,NPL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.509366247354604
Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.4715534787719
New Caledonia,NCL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
New Zealand,NZL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.16079918274331
Nicaragua,NIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.678252104273379
Niger,NER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0903255776910309
Nigeria,NGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.537510175389551
North Macedonia,MKD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.27942018720106
Northern Mariana Islands,MNP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Norway,NOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.7250800496331
Oman,OMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.6362010028175
Pakistan,PAK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.81036021551031
Palau,PLW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.80258179390162
Panama,PAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.23144302481653
Papua New Guinea,PNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.563251566211675
Paraguay,PRY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.14459119207034
Peru,PER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.39856601861908
Philippines,PHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.18967945167284
Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.36756337292709
Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.78490758691711
Puerto Rico,PRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Qatar,QAT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,31.7268424513247
Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.56413750145988
Russian Federation,RUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.2322880672434
Rwanda,RWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.105124140047262
Samoa,WSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.960782397908146
San Marino,SMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Sao Tome and Principe,STP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.645350140184137
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,14.2665853675408
Senegal,SEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.649800561203009
Serbia,SRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.71451717217514
Seychelles,SYC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.08051837257013
Sierra Leone,SLE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.127277607278142
Singapore,SGP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.68668370206727
Sint Maarten (Dutch part),SXM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.31905480792852
Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.93473517885826
Solomon Islands,SLB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.323065549175264
Somalia,SOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0399346532651356
South Africa,ZAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.68756314737781
South Sudan,SSD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.16430913651009
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.2795945712141
Sri Lanka,LKA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.99668324284867
St. Kitts and Nevis,KNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.84866294446077
St. Lucia,LCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.78513922906543
St. Martin (French part),MAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
St. Vincent and the Grenadines,VCT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.100695771848
Sudan,SDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.467953928316626
Suriname,SUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.28507655687612
Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.24298914312747
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.04207281475341
Syrian Arab Republic,SYR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.21480248375323
Tajikistan,TJK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.977533024275801
Tanzania,TZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.233945592120175
Thailand,THA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.71425580600412
Timor-Leste,TLS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.343155165981408
Togo,TGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.286061843654428
Tonga,TON,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.12204761814278
Trinidad and Tobago,TTO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.1571191722541
Tunisia,TUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.4086225282388
Turkiye,TUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.84226692232433
Turkmenistan,TKM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.1840862992321
Turks and Caicos Islands,TCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Tuvalu,TUV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.596259824735748
Uganda,UGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.127793034826946
Ukraine,UKR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.75381618922792
United Arab Emirates,ARE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,20.2522716801426
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.60114225090135
United States,USA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,13.0328279519898
Uruguay,URY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.89971905049917
Uzbekistan,UZB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.37630378548758
Vanuatu,VUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.389174968317372
"Venezuela, RB",VEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.54502797831961
Viet Nam,VNM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.67644008813984
Virgin Islands (U.S.),VIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
West Bank and Gaza,PSE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
"Yemen, Rep.",YEM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.308514614308256
Zambia,ZMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.40190271250386
Zimbabwe,ZWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.530483547000938
Africa Eastern and Southern,AFE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.795419908400246
Africa Western and Central,AFW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.463150273298324
Arab World,ARB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.92907774447049
Caribbean small states,CSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.40268790108705
Central Europe and the Baltics,CEB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.85720584954467
Early-demographic dividend,EAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.01640816348961
East Asia & Pacific,EAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.22186886326224
East Asia & Pacific (excluding high income),EAP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.98224612531264
East Asia & Pacific (IDA & IBRD countries),TEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.03116979498631
Euro area,EMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.46154003695282
Europe & Central Asia,ECS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.11174039963572
Europe & Central Asia (excluding high income),ECA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.06245426110502
Europe & Central Asia (IDA & IBRD countries),TEC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.91356094749506
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.50607043589747
Fragile and conflict affected situations,FCS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.775010831158316
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.268471052988447
High income,HIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.7499128183433
IBRD only,IBD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.30429159638125
IDA & IBRD total,IBT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.29854387858719
IDA blend,IDB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.798612684357823
IDA only,IDX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.377941163632789
IDA total,IDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.517184006949399
Late-demographic dividend,LTE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.68385121564308
Latin America & Caribbean,LCN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.21061135980164
Latin America & Caribbean (excluding high income),LAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.11254497614329
Latin America & the Caribbean (IDA & IBRD countries),TLA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.22190600706842
Least developed countries: UN classification,LDC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.327108375841548
Low & middle income,LMY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.26424700057325
Low income,LIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.269341050173669
Lower middle income,LMC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.54611702210388
Middle East & North Africa,MEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.03381829765426
Middle East & North Africa (excluding high income),MNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.32905608702325
Middle East & North Africa (IDA & IBRD countries),TMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.36834375922243
Middle income,MIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.6037893413802
North America,NAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,13.0888374603574
Not classified,INX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
OECD members,OED,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.71464368626857
Other small states,OSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.61056186341668
Pacific island small states,PSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.848521068295038
Post-demographic dividend,PST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.55165935550203
Pre-demographic dividend,PRE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.477024614654774
Small states,SST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.11011101795905
South Asia,SAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.33779148421422
South Asia (IDA & IBRD),TSA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.33779148421422
Sub-Saharan Africa,SSF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.660876172775718
Sub-Saharan Africa (excluding high income),SSA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.660412632875853
Sub-Saharan Africa (IDA & IBRD countries),TSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.660876172775718
Upper middle income,UMC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.92235226433117
World,WLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.29185309581619
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 10/26/2023,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,License URL
